MonitoringPlace,DateCollected,SpeciesName,Average,CumSum_Year
Tararua Range,1/12/2011,Silver Beech,0,0
Tararua Range,16/01/2012,Silver Beech,8,8
Tararua Range,13/03/2012,Silver Beech,25,33
Tararua Range,29/03/2012,Silver Beech,98,131
Tararua Range,2/05/2012,Silver Beech,42,173
Tararua Range,5/05/2012,Silver Beech,26,199
Tararua Range,9/11/2012,Silver Beech,184,383
Tararua Range,29/01/2013,Silver Beech,3,3
Tararua Range,26/02/2013,Silver Beech,0,3
Tararua Range,13/05/2013,Silver Beech,1,4
Tararua Range,14/05/2013,Silver Beech,3,7
Tararua Range,19/02/2014,Silver Beech,26,26
Tararua Range,3/06/2014,Silver Beech,2952,2978
Tararua Range,7/07/2014,Silver Beech,2452,5430
Tararua Range,11/02/2015,Silver Beech,20,20
Tararua Range,28/05/2015,Silver Beech,2,22
Tararua Range,2/02/2016,Silver Beech,2,2
Tararua Range,2/06/2016,Silver Beech,12,14
Tararua Range,5/07/2016,Silver Beech,1,15
Tararua Range,21/09/2016,Silver Beech,11,26
Tararua Range,24/09/2016,Silver Beech,7,33
Thisbe Stream,28/02/1995,Silver Beech,95,95
Thisbe Stream,31/03/1995,Silver Beech,681,776
Thisbe Stream,30/06/1995,Silver Beech,5334,6110
Thisbe Stream,26/02/1996,Silver Beech,123,123
Thisbe Stream,6/06/1996,Silver Beech,796,919
Thisbe Stream,31/03/1997,Silver Beech,684,684
Thisbe Stream,22/05/1997,Silver Beech,3008,3692
Thisbe Stream,16/07/1997,Silver Beech,132,3824
Thisbe Stream,30/04/1998,Silver Beech,104,104
Thisbe Stream,2/06/1998,Silver Beech,5,109
Thisbe Stream,31/03/1999,Silver Beech,5115,5115
Thisbe Stream,30/04/1999,Silver Beech,1401,6516
Thisbe Stream,31/05/1999,Silver Beech,3654,10170
Thisbe Stream,30/06/1999,Silver Beech,1622,11792
Thisbe Stream,24/03/2000,Silver Beech,61,61
Thisbe Stream,31/05/2000,Silver Beech,6,67
Thisbe Stream,31/05/2001,Silver Beech,112,112
Thisbe Stream,10/04/2002,Silver Beech,146,146
Thisbe Stream,30/04/2002,Silver Beech,111,257
Thisbe Stream,15/05/2002,Silver Beech,64,321
Thisbe Stream,3/04/2003,Silver Beech,35,35
Thisbe Stream,30/04/2003,Silver Beech,347,382
Thisbe Stream,16/05/2003,Silver Beech,222,604
Thisbe Stream,13/08/2003,Silver Beech,26,630
Thisbe Stream,1/04/2004,Silver Beech,1838,1838
Thisbe Stream,29/04/2004,Silver Beech,1686,3524
Thisbe Stream,27/05/2004,Silver Beech,1003,4527
Thisbe Stream,8/04/2005,Silver Beech,1046,1046
Thisbe Stream,30/04/2005,Silver Beech,520,1566
Thisbe Stream,31/05/2005,Silver Beech,1854,3420
Thisbe Stream,15/02/2006,Silver Beech,1958,1958
Thisbe Stream,31/03/2006,Silver Beech,1537,3495
Thisbe Stream,1/05/2006,Silver Beech,1934,5429
Thisbe Stream,31/05/2006,Silver Beech,429,5858
Thisbe Stream,28/06/2006,Silver Beech,706,6564
Thisbe Stream,30/04/2007,Silver Beech,67,67
Thisbe Stream,27/07/2007,Silver Beech,17,84
Thisbe Stream,11/04/2008,Silver Beech,20,20
Thisbe Stream,16/05/2008,Silver Beech,68,88
Thisbe Stream,10/06/2008,Silver Beech,21,109
Thisbe Stream,12/03/2009,Silver Beech,1440,1440
Thisbe Stream,30/03/2009,Silver Beech,7266,8706
Thisbe Stream,7/05/2009,Silver Beech,2809,11515
Thisbe Stream,5/06/2009,Silver Beech,4080,15595
Thisbe Stream,8/07/2009,Silver Beech,1119,16714
Thisbe Stream,18/05/2010,Silver Beech,26,26
Thisbe Stream,4/03/2011,Silver Beech,16,16
Thisbe Stream,4/04/2011,Silver Beech,28,44
Thisbe Stream,5/05/2011,Silver Beech,25,69
Thisbe Stream,3/06/2011,Silver Beech,12,81
Thisbe Stream,10/04/2012,Silver Beech,92,92
Thisbe Stream,10/05/2012,Silver Beech,290,382
Thisbe Stream,11/06/2012,Silver Beech,125,507
Thisbe Stream,5/04/2013,Silver Beech,10,10
Thisbe Stream,9/05/2013,Silver Beech,257,267
Thisbe Stream,26/06/2013,Silver Beech,122,389
Thisbe Stream,10/03/2014,Silver Beech,554,554
Thisbe Stream,10/04/2014,Silver Beech,4354,4908
Thisbe Stream,5/05/2014,Silver Beech,5184,10092
Thisbe Stream,10/06/2014,Silver Beech,2333,12425
Thisbe Stream,14/07/2014,Silver Beech,556,12981
Thisbe Stream,16/02/2016,Silver Beech,106,106
Thisbe Stream,4/04/2016,Silver Beech,2702,2808
Thisbe Stream,2/05/2016,Silver Beech,3873,6681
Thisbe Stream,3/06/2016,Silver Beech,621,7302
"Toetoe Flat, Rafters",14/05/2008,Silver Beech,1757,1757
"Toetoe Flat, Rafters",16/09/2009,Silver Beech,3234,3234
"Toetoe Flat, Rafters",4/05/2010,Silver Beech,6,6
"Toetoe Flat, Rafters",11/08/2010,Silver Beech,6,12
"Toetoe Flat, Rafters",2/08/2011,Silver Beech,5053,5053
"Toetoe Flat, Rafters",11/05/2012,Silver Beech,153,153
"Toetoe Flat, Rafters",12/08/2012,Silver Beech,27,180
"Toetoe Flat, Rafters",6/04/2013,Silver Beech,179,179
"Toetoe Flat, Rafters",14/05/2013,Silver Beech,1914,2093
"Toetoe Flat, Rafters",30/07/2013,Silver Beech,1793,3886
"Toetoe Flat, Rafters",5/06/2014,Silver Beech,10466,10466
"Toetoe Flat, Rafters",1/02/2015,Silver Beech,2740,2740
"Toetoe Flat, Rafters",26/05/2015,Silver Beech,48,2788
"Toetoe Flat, Rafters",3/12/2015,Silver Beech,60,2848
"Toetoe Flat, Rafters",8/11/2016,Silver Beech,1611,1611
Turret Head,28/05/2008,Mountain Beech,2121,2121
Turret Head,28/05/2008,Red Beech,6,6
Turret Head,28/05/2008,Silver Beech,4,4
Turret Head,3/03/2009,Mountain Beech,52,52
Turret Head,6/04/2009,Mountain Beech,1174,1226
Turret Head,11/05/2009,Mountain Beech,470,1696
Turret Head,2/06/2009,Mountain Beech,35,1731
Turret Head,7/08/2009,Mountain Beech,25,1756
Turret Head,3/03/2009,Red Beech,0,0
Turret Head,6/04/2009,Red Beech,11,11
Turret Head,11/05/2009,Red Beech,22,33
Turret Head,2/06/2009,Red Beech,1,34
Turret Head,7/08/2009,Red Beech,0,34
Turret Head,3/03/2009,Silver Beech,0,0
Turret Head,6/04/2009,Silver Beech,5,5
Turret Head,11/05/2009,Silver Beech,8,13
Turret Head,2/06/2009,Silver Beech,0,13
Turret Head,7/08/2009,Silver Beech,2,15
Turret Head,12/05/2010,Mountain Beech,1,1
Turret Head,12/05/2010,Red Beech,0,0
Turret Head,12/05/2010,Silver Beech,0,0
Turret Head,7/03/2011,Mountain Beech,1233,1233
Turret Head,1/04/2011,Mountain Beech,4178,5411
Turret Head,9/05/2011,Mountain Beech,287,5698
Turret Head,30/05/2011,Mountain Beech,136,5834
Turret Head,7/03/2011,Red Beech,0,0
Turret Head,1/04/2011,Red Beech,62,62
Turret Head,9/05/2011,Red Beech,16,78
Turret Head,30/05/2011,Red Beech,5,83
Turret Head,7/03/2011,Silver Beech,0,0
Turret Head,1/04/2011,Silver Beech,9,9
Turret Head,9/05/2011,Silver Beech,0,9
Turret Head,30/05/2011,Silver Beech,14,23
Turret Head,21/03/2012,Mountain Beech,171,171
Turret Head,29/05/2012,Mountain Beech,152,323
Turret Head,21/03/2012,Red Beech,0,0
Turret Head,29/05/2012,Red Beech,0,0
Turret Head,21/03/2012,Silver Beech,0,0
Turret Head,29/05/2012,Silver Beech,0,0
Turret Head,23/05/2013,Mountain Beech,3212,3212
Turret Head,23/05/2013,Red Beech,3,3
Turret Head,23/05/2013,Silver Beech,1,1
Turret Head,10/03/2014,Mountain Beech,12,12
Turret Head,31/03/2014,Mountain Beech,1246,1258
Turret Head,2/05/2014,Mountain Beech,1320,2578
Turret Head,3/06/2014,Mountain Beech,362,2940
Turret Head,10/03/2014,Red Beech,1,1
Turret Head,31/03/2014,Red Beech,0,1
Turret Head,2/05/2014,Red Beech,2,3
Turret Head,3/06/2014,Red Beech,39,42
Turret Head,10/03/2014,Silver Beech,0,0
Turret Head,31/03/2014,Silver Beech,0,0
Turret Head,2/05/2014,Silver Beech,1,1
Turret Head,3/06/2014,Silver Beech,15,16
Turret Head,4/03/2015,Mountain Beech,3,3
Turret Head,12/05/2015,Mountain Beech,9,12
Turret Head,11/06/2015,Mountain Beech,0,12
Turret Head,4/03/2015,Red Beech,0,0
Turret Head,12/05/2015,Red Beech,0,0
Turret Head,11/06/2015,Red Beech,0,0
Turret Head,4/03/2015,Silver Beech,0,0
Turret Head,12/05/2015,Silver Beech,0,0
Turret Head,11/06/2015,Silver Beech,0,0
Turret Head,29/03/2016,Mountain Beech,5497,5497
Turret Head,30/05/2016,Mountain Beech,1025,6522
Turret Head,29/03/2016,Red Beech,1,1
Turret Head,30/05/2016,Red Beech,429,430
Turret Head,29/03/2016,Silver Beech,0,0
Turret Head,30/05/2016,Silver Beech,150,150
Upper Hollyford HD,1/06/2014,Red Beech,0,0
Upper Hollyford HD,17/07/2014,Red Beech,0,0
Upper Hollyford HD,1/06/2014,Silver Beech,617,617
Upper Hollyford HD,17/07/2014,Silver Beech,99,716
Upper Hollyford HD,24/03/2015,Red Beech,1,1
Upper Hollyford HD,24/03/2015,Silver Beech,9,9
Upper Hollyford HD,18/05/2016,Red Beech,0,0
Upper Hollyford HD,19/05/2016,Red Beech,0,0
Upper Hollyford HD,18/05/2016,Silver Beech,1654,1654
Upper Hollyford HD,19/05/2016,Silver Beech,625,2279
Upper Hollyford HF,1/06/2014,Red Beech,0,0
Upper Hollyford HF,17/07/2014,Red Beech,0,0
Upper Hollyford HF,1/06/2014,Silver Beech,299,299
Upper Hollyford HF,17/07/2014,Silver Beech,28,327
Upper Hollyford HF,25/03/2015,Red Beech,0,0
Upper Hollyford HF,25/03/2015,Silver Beech,3,3
Upper Hollyford HF,20/05/2016,Red Beech,0,0
Upper Hollyford HF,20/05/2016,Silver Beech,459,459
Upper Hollyford HH,7/06/2014,Red Beech,20,20
Upper Hollyford HH,18/07/2014,Red Beech,1,21
Upper Hollyford HH,7/06/2014,Silver Beech,126,126
Upper Hollyford HH,18/07/2014,Silver Beech,10,136
Upper Hollyford HH,24/03/2015,Red Beech,0,0
Upper Hollyford HH,24/03/2015,Silver Beech,4,4
Upper Hollyford HH,18/05/2016,Red Beech,67,67
Upper Hollyford HH,20/05/2016,Red Beech,0,67
Upper Hollyford HH,18/05/2016,Silver Beech,454,454
Upper Hollyford HH,20/05/2016,Silver Beech,36,490
Upper Hollyford HP,1/06/2014,Red Beech,0,0
Upper Hollyford HP,17/07/2014,Red Beech,0,0
Upper Hollyford HP,1/06/2014,Silver Beech,649,649
Upper Hollyford HP,17/07/2014,Silver Beech,67,716
Upper Hollyford HP,25/03/2015,Red Beech,0,0
Upper Hollyford HP,25/03/2015,Silver Beech,1,1
Upper Hollyford HP,20/05/2016,Red Beech,0,0
Upper Hollyford HP,20/05/2016,Silver Beech,721,721
Waikaia WL12,14/04/2014,Mountain Beech,0,0
Waikaia WL12,30/05/2014,Mountain Beech,0,0
Waikaia WL12,12/07/2014,Mountain Beech,0,0
Waikaia WL12,29/07/2014,Mountain Beech,0,0
Waikaia WL12,14/04/2014,Red Beech,0,0
Waikaia WL12,30/05/2014,Red Beech,6,6
Waikaia WL12,12/07/2014,Red Beech,0,6
Waikaia WL12,29/07/2014,Red Beech,0,6
Waikaia WL12,14/04/2014,Silver Beech,657,657
Waikaia WL12,30/05/2014,Silver Beech,6482,7139
Waikaia WL12,12/07/2014,Silver Beech,294,7433
Waikaia WL12,29/07/2014,Silver Beech,67,7500
Waikaia WL12,28/08/2015,Mountain Beech,0,0
Waikaia WL12,28/08/2015,Red Beech,0,0
Waikaia WL12,28/08/2015,Silver Beech,0,0
Waikaia WL17,14/04/2014,Mountain Beech,222,222
Waikaia WL17,30/05/2014,Mountain Beech,7,229
Waikaia WL17,12/07/2014,Mountain Beech,11,240
Waikaia WL17,29/07/2014,Mountain Beech,39,279
Waikaia WL17,14/04/2014,Red Beech,294,294
Waikaia WL17,30/05/2014,Red Beech,272,566
Waikaia WL17,12/07/2014,Red Beech,20,586
Waikaia WL17,29/07/2014,Red Beech,33,619
Waikaia WL17,14/04/2014,Silver Beech,249,249
Waikaia WL17,30/05/2014,Silver Beech,204,453
Waikaia WL17,12/07/2014,Silver Beech,24,477
Waikaia WL17,29/07/2014,Silver Beech,25,502
Waikaia WL17,18/08/2015,Mountain Beech,8,8
Waikaia WL17,18/08/2015,Red Beech,5,5
Waikaia WL17,18/08/2015,Silver Beech,1,1
Waikaia WL5,14/04/2014,Mountain Beech,0,0
Waikaia WL5,30/05/2014,Mountain Beech,2,2
Waikaia WL5,12/07/2014,Mountain Beech,0,2
Waikaia WL5,29/07/2014,Mountain Beech,0,2
Waikaia WL5,14/04/2014,Red Beech,110,110
Waikaia WL5,30/05/2014,Red Beech,111,221
Waikaia WL5,12/07/2014,Red Beech,15,236
Waikaia WL5,29/07/2014,Red Beech,0,236
Waikaia WL5,14/04/2014,Silver Beech,104,104
Waikaia WL5,30/05/2014,Silver Beech,246,350
Waikaia WL5,12/07/2014,Silver Beech,55,405
Waikaia WL5,29/07/2014,Silver Beech,8,413
Waikaia WL5,18/08/2015,Mountain Beech,0,0
Waikaia WL5,18/08/2015,Red Beech,2,2
Waikaia WL5,18/08/2015,Silver Beech,2,2
Wainui Stream Line A,10/03/2014,Red Beech,35,35
Wainui Stream Line A,7/04/2014,Red Beech,598,633
Wainui Stream Line A,6/05/2014,Red Beech,2610,3243
Wainui Stream Line A,7/06/2014,Red Beech,597,3840
Wainui Stream Line A,10/03/2014,Silver Beech,15,15
Wainui Stream Line A,7/04/2014,Silver Beech,200,215
Wainui Stream Line A,6/05/2014,Silver Beech,2812,3027
Wainui Stream Line A,7/06/2014,Silver Beech,563,3590
Wainui Stream Line A,15/04/2015,Red Beech,4,4
Wainui Stream Line A,15/06/2015,Red Beech,0,4
Wainui Stream Line A,15/04/2015,Silver Beech,8,8
Wainui Stream Line A,15/06/2015,Silver Beech,6,14
Wainui Stream Line A,30/03/2016,Red Beech,57,57
Wainui Stream Line A,13/06/2016,Red Beech,152,209
Wainui Stream Line A,30/03/2016,Silver Beech,0,0
Wainui Stream Line A,13/06/2016,Silver Beech,2,2
Wainui Stream Line B,10/03/2014,Red Beech,10,10
Wainui Stream Line B,7/04/2014,Red Beech,131,141
Wainui Stream Line B,6/05/2014,Red Beech,1724,1865
Wainui Stream Line B,7/06/2014,Red Beech,500,2365
Wainui Stream Line B,10/03/2014,Silver Beech,16,16
Wainui Stream Line B,7/04/2014,Silver Beech,344,360
Wainui Stream Line B,6/05/2014,Silver Beech,1474,1834
Wainui Stream Line B,7/06/2014,Silver Beech,415,2249
Wainui Stream Line B,15/04/2015,Red Beech,8,8
Wainui Stream Line B,15/06/2015,Red Beech,2,10
Wainui Stream Line B,15/04/2015,Silver Beech,6,6
Wainui Stream Line B,15/06/2015,Silver Beech,5,11
Wainui Stream Line B,30/03/2016,Red Beech,20,20
Wainui Stream Line B,13/06/2016,Red Beech,100,120
Wainui Stream Line B,30/03/2016,Silver Beech,1,1
Wainui Stream Line B,13/06/2016,Silver Beech,0,1
Waitutu EWM,15/10/2010,Mountain Beech,1,1
Waitutu EWM,17/11/2010,Mountain Beech,2,3
Waitutu EWM,15/10/2010,Silver Beech,1,1
Waitutu EWM,17/11/2010,Silver Beech,0,1
Waitutu EWM,23/02/2011,Mountain Beech,5,5
Waitutu EWM,18/05/2011,Mountain Beech,24,29
Waitutu EWM,13/08/2011,Mountain Beech,2,31
Waitutu EWM,13/11/2011,Mountain Beech,0,31
Waitutu EWM,23/02/2011,Silver Beech,0,0
Waitutu EWM,18/05/2011,Silver Beech,7,7
Waitutu EWM,13/08/2011,Silver Beech,4,11
Waitutu EWM,13/11/2011,Silver Beech,1,12
Waitutu EWM,17/02/2012,Mountain Beech,0,0
Waitutu EWM,10/05/2012,Mountain Beech,27,27
Waitutu EWM,16/08/2012,Mountain Beech,9,36
Waitutu EWM,17/11/2012,Mountain Beech,1,37
Waitutu EWM,17/02/2012,Silver Beech,0,0
Waitutu EWM,10/05/2012,Silver Beech,0,0
Waitutu EWM,16/08/2012,Silver Beech,0,0
Waitutu EWM,17/11/2012,Silver Beech,0,0
Waitutu EWM,14/02/2013,Mountain Beech,0,0
Waitutu EWM,2/05/2013,Mountain Beech,8,8
Waitutu EWM,3/08/2013,Mountain Beech,3,11
Waitutu EWM,19/11/2013,Mountain Beech,0,11
Waitutu EWM,14/02/2013,Silver Beech,0,0
Waitutu EWM,2/05/2013,Silver Beech,2,2
Waitutu EWM,3/08/2013,Silver Beech,8,10
Waitutu EWM,19/11/2013,Silver Beech,0,10
Waitutu EWM,1/02/2014,Mountain Beech,163,163
Waitutu EWM,28/05/2014,Mountain Beech,1771,1934
Waitutu EWM,27/07/2014,Mountain Beech,50,1984
Waitutu EWM,20/11/2014,Mountain Beech,72,2056
Waitutu EWM,1/02/2014,Silver Beech,1,1
Waitutu EWM,28/05/2014,Silver Beech,101,102
Waitutu EWM,27/07/2014,Silver Beech,6,108
Waitutu EWM,20/11/2014,Silver Beech,16,124
Waitutu EWM,11/02/2015,Mountain Beech,0,0
Waitutu EWM,15/05/2015,Mountain Beech,3,3
Waitutu EWM,10/08/2015,Mountain Beech,1,4
Waitutu EWM,18/11/2015,Mountain Beech,0,4
Waitutu EWM,11/02/2015,Silver Beech,0,0
Waitutu EWM,15/05/2015,Silver Beech,2,2
Waitutu EWM,10/08/2015,Silver Beech,0,2
Waitutu EWM,18/11/2015,Silver Beech,0,2
Waitutu EWM,13/02/2016,Mountain Beech,0,0
Waitutu EWM,27/05/2016,Mountain Beech,2352,2352
Waitutu EWM,21/08/2016,Mountain Beech,140,2492
Waitutu EWM,18/11/2016,Mountain Beech,57,2549
Waitutu EWM,13/02/2016,Silver Beech,0,0
Waitutu EWM,27/05/2016,Silver Beech,363,363
Waitutu EWM,21/08/2016,Silver Beech,24,387
Waitutu EWM,18/11/2016,Silver Beech,7,394
Waitutu EWM,19/02/2017,Mountain Beech,14,14
Waitutu EWM,19/02/2017,Silver Beech,3,3
Waitutu MP1,15/10/2010,Mountain Beech,0,0
Waitutu MP1,16/11/2010,Mountain Beech,0,0
Waitutu MP1,15/10/2010,Silver Beech,3,3
Waitutu MP1,16/11/2010,Silver Beech,0,3
Waitutu MP1,23/02/2011,Mountain Beech,0,0
Waitutu MP1,22/05/2011,Mountain Beech,0,0
Waitutu MP1,13/08/2011,Mountain Beech,0,0
Waitutu MP1,18/11/2011,Mountain Beech,0,0
Waitutu MP1,23/02/2011,Silver Beech,14,14
Waitutu MP1,22/05/2011,Silver Beech,20,34
Waitutu MP1,13/08/2011,Silver Beech,9,43
Waitutu MP1,18/11/2011,Silver Beech,0,43
Waitutu MP1,17/02/2012,Mountain Beech,0,0
Waitutu MP1,10/05/2012,Mountain Beech,0,0
Waitutu MP1,16/08/2012,Mountain Beech,0,0
Waitutu MP1,17/11/2012,Mountain Beech,0,0
Waitutu MP1,17/02/2012,Silver Beech,0,0
Waitutu MP1,10/05/2012,Silver Beech,8,8
Waitutu MP1,16/08/2012,Silver Beech,3,11
Waitutu MP1,17/11/2012,Silver Beech,0,11
Waitutu MP1,14/02/2013,Mountain Beech,0,0
Waitutu MP1,2/05/2013,Mountain Beech,0,0
Waitutu MP1,3/08/2013,Mountain Beech,0,0
Waitutu MP1,13/11/2013,Mountain Beech,0,0
Waitutu MP1,14/02/2013,Silver Beech,14,14
Waitutu MP1,2/05/2013,Silver Beech,170,184
Waitutu MP1,3/08/2013,Silver Beech,30,214
Waitutu MP1,13/11/2013,Silver Beech,7,221
Waitutu MP1,26/02/2014,Mountain Beech,0,0
Waitutu MP1,30/05/2014,Mountain Beech,0,0
Waitutu MP1,27/07/2014,Mountain Beech,6,6
Waitutu MP1,20/11/2014,Mountain Beech,0,6
Waitutu MP1,26/02/2014,Silver Beech,31,31
Waitutu MP1,30/05/2014,Silver Beech,163,194
Waitutu MP1,27/07/2014,Silver Beech,8,202
Waitutu MP1,20/11/2014,Silver Beech,7,209
Waitutu MP1,13/02/2015,Mountain Beech,0,0
Waitutu MP1,17/05/2015,Mountain Beech,0,0
Waitutu MP1,10/08/2015,Mountain Beech,0,0
Waitutu MP1,16/11/2015,Mountain Beech,0,0
Waitutu MP1,13/02/2015,Silver Beech,1,1
Waitutu MP1,17/05/2015,Silver Beech,0,1
Waitutu MP1,10/08/2015,Silver Beech,0,1
Waitutu MP1,16/11/2015,Silver Beech,0,1
Waitutu MP1,13/02/2016,Mountain Beech,0,0
Waitutu MP1,27/05/2016,Mountain Beech,3,3
Waitutu MP1,21/08/2016,Mountain Beech,0,3
Waitutu MP1,20/11/2016,Mountain Beech,0,3
Waitutu MP1,13/02/2016,Silver Beech,1,1
Waitutu MP1,27/05/2016,Silver Beech,399,400
Waitutu MP1,21/08/2016,Silver Beech,61,461
Waitutu MP1,20/11/2016,Silver Beech,10,471
Waitutu MP1,17/02/2017,Mountain Beech,0,0
Waitutu MP1,17/02/2017,Silver Beech,1,1
Waitutu SBA,15/10/2010,Mountain Beech,4,4
Waitutu SBA,24/11/2010,Mountain Beech,0,4
Waitutu SBA,15/10/2010,Silver Beech,10,10
Waitutu SBA,24/11/2010,Silver Beech,4,14
Waitutu SBA,23/02/2011,Mountain Beech,0,0
Waitutu SBA,22/05/2011,Mountain Beech,2,2
Waitutu SBA,13/08/2011,Mountain Beech,0,2
Waitutu SBA,12/11/2011,Mountain Beech,0,2
Waitutu SBA,23/02/2011,Silver Beech,302,302
Waitutu SBA,22/05/2011,Silver Beech,1348,1650
Waitutu SBA,13/08/2011,Silver Beech,258,1908
Waitutu SBA,12/11/2011,Silver Beech,89,1997
Waitutu SBA,17/02/2012,Mountain Beech,0,0
Waitutu SBA,10/05/2012,Mountain Beech,0,0
Waitutu SBA,16/08/2012,Mountain Beech,0,0
Waitutu SBA,17/11/2012,Mountain Beech,1,1
Waitutu SBA,17/02/2012,Silver Beech,5,5
Waitutu SBA,10/05/2012,Silver Beech,15,20
Waitutu SBA,16/08/2012,Silver Beech,8,28
Waitutu SBA,17/11/2012,Silver Beech,1,29
Waitutu SBA,14/02/2013,Mountain Beech,0,0
Waitutu SBA,2/05/2013,Mountain Beech,0,0
Waitutu SBA,2/08/2013,Mountain Beech,2,2
Waitutu SBA,13/11/2013,Mountain Beech,0,2
Waitutu SBA,14/02/2013,Silver Beech,34,34
Waitutu SBA,2/05/2013,Silver Beech,886,920
Waitutu SBA,2/08/2013,Silver Beech,151,1071
Waitutu SBA,13/11/2013,Silver Beech,41,1112
Waitutu SBA,28/02/2014,Mountain Beech,0,0
Waitutu SBA,30/05/2014,Mountain Beech,0,0
Waitutu SBA,28/07/2014,Mountain Beech,0,0
Waitutu SBA,20/11/2014,Mountain Beech,0,0
Waitutu SBA,28/02/2014,Silver Beech,278,278
Waitutu SBA,30/05/2014,Silver Beech,3102,3380
Waitutu SBA,28/07/2014,Silver Beech,72,3452
Waitutu SBA,20/11/2014,Silver Beech,116,3568
Waitutu SBA,11/02/2015,Mountain Beech,0,0
Waitutu SBA,17/05/2015,Mountain Beech,0,0
Waitutu SBA,10/08/2015,Mountain Beech,0,0
Waitutu SBA,15/11/2015,Mountain Beech,0,0
Waitutu SBA,11/02/2015,Silver Beech,10,10
Waitutu SBA,17/05/2015,Silver Beech,4,14
Waitutu SBA,10/08/2015,Silver Beech,0,14
Waitutu SBA,15/11/2015,Silver Beech,0,14
Waitutu SBA,15/02/2016,Mountain Beech,0,0
Waitutu SBA,25/05/2016,Mountain Beech,0,0
Waitutu SBA,19/08/2016,Mountain Beech,0,0
Waitutu SBA,11/11/2016,Mountain Beech,1,1
Waitutu SBA,15/02/2016,Silver Beech,2,2
Waitutu SBA,25/05/2016,Silver Beech,3786,3788
Waitutu SBA,19/08/2016,Silver Beech,430,4218
Waitutu SBA,11/11/2016,Silver Beech,100,4318
Waitutu SBA,18/02/2017,Mountain Beech,0,0
Waitutu SBA,18/02/2017,Silver Beech,12,12
Waitutu WWA,15/10/2010,Mountain Beech,1,1
Waitutu WWA,25/11/2010,Mountain Beech,0,1
Waitutu WWA,15/10/2010,Silver Beech,9,9
Waitutu WWA,25/11/2010,Silver Beech,3,12
Waitutu WWA,22/05/2011,Mountain Beech,4,4
Waitutu WWA,13/08/2011,Mountain Beech,0,4
Waitutu WWA,11/11/2011,Mountain Beech,0,4
Waitutu WWA,22/05/2011,Silver Beech,141,141
Waitutu WWA,13/08/2011,Silver Beech,49,190
Waitutu WWA,11/11/2011,Silver Beech,9,199
Waitutu WWA,17/02/2012,Mountain Beech,0,0
Waitutu WWA,12/05/2012,Mountain Beech,4,4
Waitutu WWA,16/08/2012,Mountain Beech,2,6
Waitutu WWA,17/11/2012,Mountain Beech,0,6
Waitutu WWA,17/02/2012,Silver Beech,2,2
Waitutu WWA,12/05/2012,Silver Beech,16,18
Waitutu WWA,16/08/2012,Silver Beech,9,27
Waitutu WWA,17/11/2012,Silver Beech,0,27
Waitutu WWA,14/02/2013,Mountain Beech,0,0
Waitutu WWA,2/05/2013,Mountain Beech,0,0
Waitutu WWA,2/08/2013,Mountain Beech,0,0
Waitutu WWA,19/11/2013,Mountain Beech,0,0
Waitutu WWA,14/02/2013,Silver Beech,20,20
Waitutu WWA,2/05/2013,Silver Beech,260,280
Waitutu WWA,2/08/2013,Silver Beech,54,334
Waitutu WWA,19/11/2013,Silver Beech,7,341
Waitutu WWA,2/03/2014,Mountain Beech,3,3
Waitutu WWA,30/05/2014,Mountain Beech,50,53
Waitutu WWA,28/07/2014,Mountain Beech,0,53
Waitutu WWA,19/11/2014,Mountain Beech,3,56
Waitutu WWA,2/03/2014,Silver Beech,132,132
Waitutu WWA,30/05/2014,Silver Beech,1314,1446
Waitutu WWA,28/07/2014,Silver Beech,35,1481
Waitutu WWA,19/11/2014,Silver Beech,80,1561
Waitutu WWA,15/02/2015,Mountain Beech,0,0
Waitutu WWA,17/05/2015,Mountain Beech,1,1
Waitutu WWA,8/08/2015,Mountain Beech,0,1
Waitutu WWA,15/11/2015,Mountain Beech,0,1
Waitutu WWA,15/02/2015,Silver Beech,3,3
Waitutu WWA,17/05/2015,Silver Beech,5,8
Waitutu WWA,8/08/2015,Silver Beech,1,9
Waitutu WWA,15/11/2015,Silver Beech,0,9
Waitutu WWA,14/02/2016,Mountain Beech,0,0
Waitutu WWA,26/05/2016,Mountain Beech,9,9
Waitutu WWA,19/08/2016,Mountain Beech,7,16
Waitutu WWA,10/11/2016,Mountain Beech,2,18
Waitutu WWA,14/02/2016,Silver Beech,0,0
Waitutu WWA,26/05/2016,Silver Beech,1537,1537
Waitutu WWA,19/08/2016,Silver Beech,204,1741
Waitutu WWA,10/11/2016,Silver Beech,84,1825
Waitutu WWA,17/02/2017,Mountain Beech,1,1
Waitutu WWA,17/02/2017,Silver Beech,19,19
Walker Creek,27/05/2008,Mountain Beech,29,29
Walker Creek,27/05/2008,Red Beech,173,173
Walker Creek,27/05/2008,Silver Beech,9,9
Walker Creek,2/03/2009,Mountain Beech,20,20
Walker Creek,2/04/2009,Mountain Beech,18,38
Walker Creek,1/05/2009,Mountain Beech,10,48
Walker Creek,19/06/2009,Mountain Beech,0,48
Walker Creek,2/03/2009,Red Beech,43,43
Walker Creek,2/04/2009,Red Beech,1437,1480
Walker Creek,1/05/2009,Red Beech,729,2209
Walker Creek,19/06/2009,Red Beech,305,2514
Walker Creek,2/03/2009,Silver Beech,16,16
Walker Creek,2/04/2009,Silver Beech,256,272
