MonitoringPlace,DateCollected,SpeciesName,Average,CumSum_Year
RNRP,3/03/2016,Silver Beech,12,12
RNRP,18/04/2016,Silver Beech,97,109
RNRP,14/06/2016,Silver Beech,101,210
Rough Creek,26/03/2009,Mountain Beech,0,0
Rough Creek,23/04/2009,Mountain Beech,0,0
Rough Creek,26/05/2009,Mountain Beech,0,0
Rough Creek,30/06/2009,Mountain Beech,0,0
Rough Creek,28/07/2009,Mountain Beech,0,0
Rough Creek,26/03/2009,Red Beech,243,243
Rough Creek,23/04/2009,Red Beech,3850,4093
Rough Creek,26/05/2009,Red Beech,429,4522
Rough Creek,30/06/2009,Red Beech,30,4552
Rough Creek,28/07/2009,Red Beech,7,4559
Rough Creek,26/03/2009,Silver Beech,161,161
Rough Creek,23/04/2009,Silver Beech,874,1035
Rough Creek,26/05/2009,Silver Beech,314,1349
Rough Creek,30/06/2009,Silver Beech,24,1373
Rough Creek,28/07/2009,Silver Beech,13,1386
Rough Creek,7/02/2011,Mountain Beech,0,0
Rough Creek,8/03/2011,Mountain Beech,0,0
Rough Creek,6/04/2011,Mountain Beech,0,0
Rough Creek,4/05/2011,Mountain Beech,0,0
Rough Creek,15/06/2011,Mountain Beech,0,0
Rough Creek,7/02/2011,Red Beech,5,5
Rough Creek,8/03/2011,Red Beech,15,20
Rough Creek,6/04/2011,Red Beech,13,33
Rough Creek,4/05/2011,Red Beech,37,70
Rough Creek,15/06/2011,Red Beech,1,71
Rough Creek,7/02/2011,Silver Beech,163,163
Rough Creek,8/03/2011,Silver Beech,168,331
Rough Creek,6/04/2011,Silver Beech,367,698
Rough Creek,4/05/2011,Silver Beech,153,851
Rough Creek,15/06/2011,Silver Beech,9,860
Rough Creek,13/02/2012,Mountain Beech,0,0
Rough Creek,12/04/2012,Mountain Beech,0,0
Rough Creek,22/05/2012,Mountain Beech,0,0
Rough Creek,13/02/2012,Red Beech,1,1
Rough Creek,12/04/2012,Red Beech,994,995
Rough Creek,22/05/2012,Red Beech,103,1098
Rough Creek,13/02/2012,Silver Beech,0,0
Rough Creek,12/04/2012,Silver Beech,148,148
Rough Creek,22/05/2012,Silver Beech,0,148
Rough Creek,3/02/2014,Mountain Beech,0,0
Rough Creek,5/03/2014,Mountain Beech,1,1
Rough Creek,1/04/2014,Mountain Beech,0,1
Rough Creek,9/05/2014,Mountain Beech,0,1
Rough Creek,18/06/2014,Mountain Beech,0,1
Rough Creek,17/07/2014,Mountain Beech,0,1
Rough Creek,3/02/2014,Red Beech,8,8
Rough Creek,5/03/2014,Red Beech,42,50
Rough Creek,1/04/2014,Red Beech,1045,1095
Rough Creek,9/05/2014,Red Beech,4317,5412
Rough Creek,18/06/2014,Red Beech,127,5539
Rough Creek,17/07/2014,Red Beech,26,5565
Rough Creek,3/02/2014,Silver Beech,38,38
Rough Creek,5/03/2014,Silver Beech,37,75
Rough Creek,1/04/2014,Silver Beech,63,138
Rough Creek,9/05/2014,Silver Beech,178,316
Rough Creek,18/06/2014,Silver Beech,3,319
Rough Creek,17/07/2014,Silver Beech,1,320
Rough Creek,30/03/2016,Mountain Beech,0,0
Rough Creek,22/04/2016,Mountain Beech,0,0
Rough Creek,27/05/2016,Mountain Beech,0,0
Rough Creek,28/06/2016,Mountain Beech,0,0
Rough Creek,30/03/2016,Red Beech,1185,1185
Rough Creek,22/04/2016,Red Beech,1348,2533
Rough Creek,27/05/2016,Red Beech,1250,3783
Rough Creek,28/06/2016,Red Beech,1009,4792
Rough Creek,30/03/2016,Silver Beech,98,98
Rough Creek,22/04/2016,Silver Beech,91,189
Rough Creek,27/05/2016,Silver Beech,184,373
Rough Creek,28/06/2016,Silver Beech,53,426
Routeburn,27/05/2008,Mountain Beech,320,320
Routeburn,27/05/2008,Red Beech,184,184
Routeburn,27/05/2008,Silver Beech,4,4
Routeburn,5/03/2009,Mountain Beech,1,1
Routeburn,31/03/2009,Mountain Beech,4,5
Routeburn,7/05/2009,Mountain Beech,218,223
Routeburn,3/06/2009,Mountain Beech,72,295
Routeburn,10/08/2009,Mountain Beech,42,337
Routeburn,5/03/2009,Red Beech,3,3
Routeburn,31/03/2009,Red Beech,35,38
Routeburn,7/05/2009,Red Beech,148,186
Routeburn,3/06/2009,Red Beech,79,265
Routeburn,10/08/2009,Red Beech,24,289
Routeburn,5/03/2009,Silver Beech,0,0
Routeburn,31/03/2009,Silver Beech,0,0
Routeburn,7/05/2009,Silver Beech,25,25
Routeburn,3/06/2009,Silver Beech,16,41
Routeburn,10/08/2009,Silver Beech,6,47
Routeburn,10/05/2010,Mountain Beech,0,0
Routeburn,10/05/2010,Red Beech,0,0
Routeburn,10/05/2010,Silver Beech,0,0
Routeburn,8/03/2011,Mountain Beech,12,12
Routeburn,1/04/2011,Mountain Beech,452,464
Routeburn,4/05/2011,Mountain Beech,138,602
Routeburn,31/05/2011,Mountain Beech,79,681
Routeburn,8/03/2011,Red Beech,46,46
Routeburn,1/04/2011,Red Beech,761,807
Routeburn,4/05/2011,Red Beech,3443,4250
Routeburn,31/05/2011,Red Beech,942,5192
Routeburn,8/03/2011,Silver Beech,1,1
Routeburn,1/04/2011,Silver Beech,87,88
Routeburn,4/05/2011,Silver Beech,50,138
Routeburn,31/05/2011,Silver Beech,64,202
Routeburn,5/06/2012,Mountain Beech,1,1
Routeburn,5/06/2012,Red Beech,4,4
Routeburn,5/06/2012,Silver Beech,0,0
Routeburn,2/05/2013,Mountain Beech,75,75
Routeburn,2/05/2013,Red Beech,1,1
Routeburn,2/05/2013,Silver Beech,1,1
Routeburn,10/03/2014,Mountain Beech,12,12
Routeburn,1/04/2014,Mountain Beech,39,51
Routeburn,2/05/2014,Mountain Beech,477,528
Routeburn,3/06/2014,Mountain Beech,134,662
Routeburn,10/03/2014,Red Beech,10,10
Routeburn,1/04/2014,Red Beech,66,76
Routeburn,2/05/2014,Red Beech,1117,1193
Routeburn,3/06/2014,Red Beech,700,1893
Routeburn,10/03/2014,Silver Beech,0,0
Routeburn,1/04/2014,Silver Beech,2,2
Routeburn,2/05/2014,Silver Beech,101,103
Routeburn,3/06/2014,Silver Beech,71,174
Routeburn,5/03/2015,Mountain Beech,0,0
Routeburn,5/05/2015,Mountain Beech,1,1
Routeburn,16/06/2015,Mountain Beech,1,2
Routeburn,5/03/2015,Red Beech,4,4
Routeburn,5/05/2015,Red Beech,14,18
Routeburn,16/06/2015,Red Beech,2,20
Routeburn,5/03/2015,Silver Beech,2,2
Routeburn,5/05/2015,Silver Beech,0,2
Routeburn,16/06/2015,Silver Beech,0,2
Routeburn,30/03/2016,Mountain Beech,79,79
Routeburn,3/07/2016,Mountain Beech,260,339
Routeburn,30/03/2016,Red Beech,33,33
Routeburn,3/07/2016,Red Beech,468,501
Routeburn,30/03/2016,Silver Beech,0,0
Routeburn,3/07/2016,Silver Beech,13,13
Sinbad Valley,1/06/2011,Silver Beech,3446,3446
Sinbad Valley,7/06/2012,Silver Beech,18,18
Sinbad Valley,20/04/2013,Silver Beech,172,172
Sinbad Valley,18/06/2013,Silver Beech,41,213
Sinbad Valley,11/05/2014,Silver Beech,263,263
Sinbad Valley,7/07/2014,Silver Beech,12,275
Sinbad Valley,24/05/2015,Silver Beech,7,7
Sinbad Valley,24/06/2016,Silver Beech,2188,2188
Sinbad Valley,25/06/2016,Silver Beech,653,2841
Sinbad Valley,24/08/2016,Silver Beech,21,2862
South Branch,1/04/2006,Mountain Beech,802,802
South Branch,27/04/2006,Mountain Beech,1139,1941
South Branch,31/05/2006,Mountain Beech,154,2095
South Branch,1/04/2006,Red Beech,126,126
South Branch,27/04/2006,Red Beech,1228,1354
South Branch,31/05/2006,Red Beech,103,1457
South Branch,1/04/2006,Silver Beech,478,478
South Branch,27/04/2006,Silver Beech,1544,2022
South Branch,31/05/2006,Silver Beech,174,2196
South Branch,22/03/2007,Mountain Beech,2,2
South Branch,20/04/2007,Mountain Beech,1,3
South Branch,31/05/2007,Mountain Beech,0,3
South Branch,22/03/2007,Red Beech,0,0
South Branch,20/04/2007,Red Beech,0,0
South Branch,31/05/2007,Red Beech,0,0
South Branch,22/03/2007,Silver Beech,1,1
South Branch,20/04/2007,Silver Beech,0,1
South Branch,31/05/2007,Silver Beech,2,3
South Branch,1/04/2008,Mountain Beech,276,276
South Branch,30/04/2008,Mountain Beech,193,469
South Branch,4/06/2008,Mountain Beech,58,527
South Branch,1/04/2008,Red Beech,39,39
South Branch,30/04/2008,Red Beech,138,177
South Branch,4/06/2008,Red Beech,36,213
South Branch,1/04/2008,Silver Beech,12,12
South Branch,30/04/2008,Silver Beech,33,45
South Branch,4/06/2008,Silver Beech,7,52
South Branch,5/03/2009,Mountain Beech,87,87
South Branch,2/04/2009,Mountain Beech,269,356
South Branch,3/05/2009,Mountain Beech,674,1030
South Branch,4/06/2009,Mountain Beech,107,1137
South Branch,5/03/2009,Red Beech,79,79
South Branch,2/04/2009,Red Beech,134,213
South Branch,3/05/2009,Red Beech,1109,1322
South Branch,4/06/2009,Red Beech,350,1672
South Branch,5/03/2009,Silver Beech,6,6
South Branch,2/04/2009,Silver Beech,27,33
South Branch,3/05/2009,Silver Beech,158,191
South Branch,4/06/2009,Silver Beech,44,235
South Branch,2/03/2010,Mountain Beech,2,2
South Branch,1/04/2010,Mountain Beech,8,10
South Branch,24/05/2010,Mountain Beech,5,15
South Branch,2/03/2010,Red Beech,1,1
South Branch,1/04/2010,Red Beech,3,4
South Branch,24/05/2010,Red Beech,1,5
South Branch,2/03/2010,Silver Beech,11,11
South Branch,1/04/2010,Silver Beech,87,98
South Branch,24/05/2010,Silver Beech,11,109
South Branch,22/02/2011,Mountain Beech,41,41
South Branch,18/03/2011,Mountain Beech,221,262
South Branch,19/04/2011,Mountain Beech,226,488
South Branch,15/05/2011,Mountain Beech,77,565
South Branch,22/02/2011,Red Beech,4,4
South Branch,18/03/2011,Red Beech,29,33
South Branch,19/04/2011,Red Beech,88,121
South Branch,15/05/2011,Red Beech,51,172
South Branch,22/02/2011,Silver Beech,61,61
South Branch,18/03/2011,Silver Beech,316,377
South Branch,19/04/2011,Silver Beech,609,986
South Branch,15/05/2011,Silver Beech,311,1297
South Branch,30/03/2012,Mountain Beech,142,142
South Branch,28/05/2012,Mountain Beech,61,203
South Branch,30/03/2012,Red Beech,23,23
South Branch,28/05/2012,Red Beech,35,58
South Branch,30/03/2012,Silver Beech,3,3
South Branch,28/05/2012,Silver Beech,5,8
South Branch,24/03/2013,Mountain Beech,13,13
South Branch,5/05/2013,Mountain Beech,4,17
South Branch,24/03/2013,Red Beech,1,1
South Branch,5/05/2013,Red Beech,1,2
South Branch,24/03/2013,Silver Beech,0,0
South Branch,5/05/2013,Silver Beech,0,0
South Branch,4/03/2014,Mountain Beech,73,73
South Branch,14/04/2014,Mountain Beech,2269,2342
South Branch,25/05/2014,Mountain Beech,962,3304
South Branch,4/03/2014,Red Beech,56,56
South Branch,14/04/2014,Red Beech,155,211
South Branch,25/05/2014,Red Beech,2603,2814
South Branch,4/03/2014,Silver Beech,85,85
South Branch,14/04/2014,Silver Beech,354,439
South Branch,25/05/2014,Silver Beech,2292,2731
South Branch,22/03/2015,Mountain Beech,0,0
South Branch,23/05/2015,Mountain Beech,3,3
South Branch,22/03/2015,Red Beech,1,1
South Branch,23/05/2015,Red Beech,0,1
South Branch,22/03/2015,Silver Beech,2,2
South Branch,23/05/2015,Silver Beech,4,6
South Branch,1/04/2016,Mountain Beech,782,782
South Branch,2/06/2016,Mountain Beech,604,1386
South Branch,1/04/2016,Red Beech,36,36
South Branch,2/06/2016,Red Beech,112,148
South Branch,1/04/2016,Silver Beech,0,0
South Branch,2/06/2016,Silver Beech,0,0
Southern Ruapehu Line G,25/03/2009,Mountain Beech,0,0
Southern Ruapehu Line G,27/04/2009,Mountain Beech,0,0
Southern Ruapehu Line G,27/05/2009,Mountain Beech,0,0
Southern Ruapehu Line G,26/06/2009,Mountain Beech,0,0
Southern Ruapehu Line G,28/07/2009,Mountain Beech,0,0
Southern Ruapehu Line G,25/03/2009,Red Beech,2809,2809
Southern Ruapehu Line G,27/04/2009,Red Beech,5809,8618
Southern Ruapehu Line G,27/05/2009,Red Beech,1789,10407
Southern Ruapehu Line G,26/06/2009,Red Beech,817,11224
Southern Ruapehu Line G,28/07/2009,Red Beech,404,11628
Southern Ruapehu Line G,25/03/2009,Silver Beech,75,75
Southern Ruapehu Line G,27/04/2009,Silver Beech,312,387
Southern Ruapehu Line G,27/05/2009,Silver Beech,146,533
Southern Ruapehu Line G,26/06/2009,Silver Beech,22,555
Southern Ruapehu Line G,28/07/2009,Silver Beech,23,578
Southern Ruapehu Line G,8/01/2013,Mountain Beech,0,0
Southern Ruapehu Line G,8/02/2013,Mountain Beech,2,2
Southern Ruapehu Line G,3/04/2013,Mountain Beech,0,2
Southern Ruapehu Line G,1/07/2013,Mountain Beech,0,2
Southern Ruapehu Line G,15/09/2013,Mountain Beech,0,2
Southern Ruapehu Line G,1/11/2013,Mountain Beech,0,2
Southern Ruapehu Line G,8/01/2013,Red Beech,0,0
Southern Ruapehu Line G,8/02/2013,Red Beech,0,0
Southern Ruapehu Line G,3/04/2013,Red Beech,0,0
Southern Ruapehu Line G,1/07/2013,Red Beech,0,0
Southern Ruapehu Line G,15/09/2013,Red Beech,0,0
Southern Ruapehu Line G,1/11/2013,Red Beech,0,0
Southern Ruapehu Line G,8/01/2013,Silver Beech,0,0
Southern Ruapehu Line G,8/02/2013,Silver Beech,1,1
Southern Ruapehu Line G,3/04/2013,Silver Beech,0,1
Southern Ruapehu Line G,1/07/2013,Silver Beech,0,1
Southern Ruapehu Line G,15/09/2013,Silver Beech,0,1
Southern Ruapehu Line G,1/11/2013,Silver Beech,0,1
Southern Ruapehu Line G,13/01/2014,Mountain Beech,0,0
Southern Ruapehu Line G,27/03/2014,Mountain Beech,11,11
Southern Ruapehu Line G,5/05/2014,Mountain Beech,0,11
Southern Ruapehu Line G,11/08/2014,Mountain Beech,0,11
Southern Ruapehu Line G,19/09/2014,Mountain Beech,0,11
Southern Ruapehu Line G,13/01/2014,Red Beech,0,0
Southern Ruapehu Line G,27/03/2014,Red Beech,208,208
Southern Ruapehu Line G,5/05/2014,Red Beech,38,246
Southern Ruapehu Line G,11/08/2014,Red Beech,12,258
Southern Ruapehu Line G,19/09/2014,Red Beech,0,258
Southern Ruapehu Line G,13/01/2014,Silver Beech,0,0
Southern Ruapehu Line G,27/03/2014,Silver Beech,90,90
Southern Ruapehu Line G,5/05/2014,Silver Beech,59,149
Southern Ruapehu Line G,11/08/2014,Silver Beech,119,268
Southern Ruapehu Line G,19/09/2014,Silver Beech,14,282
Southern Ruapehu Line H,25/03/2009,Mountain Beech,1221,1221
Southern Ruapehu Line H,27/04/2009,Mountain Beech,1773,2994
Southern Ruapehu Line H,27/05/2009,Mountain Beech,269,3263
Southern Ruapehu Line H,26/06/2009,Mountain Beech,34,3297
Southern Ruapehu Line H,28/07/2009,Mountain Beech,32,3329
Southern Ruapehu Line H,25/03/2009,Red Beech,0,0
Southern Ruapehu Line H,27/04/2009,Red Beech,0,0
Southern Ruapehu Line H,27/05/2009,Red Beech,0,0
Southern Ruapehu Line H,26/06/2009,Red Beech,0,0
Southern Ruapehu Line H,28/07/2009,Red Beech,0,0
Southern Ruapehu Line H,25/03/2009,Silver Beech,59,59
Southern Ruapehu Line H,27/04/2009,Silver Beech,337,396
Southern Ruapehu Line H,27/05/2009,Silver Beech,113,509
Southern Ruapehu Line H,26/06/2009,Silver Beech,11,520
Southern Ruapehu Line H,28/07/2009,Silver Beech,8,528
Southern Ruapehu Line H,8/01/2013,Mountain Beech,37,37
Southern Ruapehu Line H,8/02/2013,Mountain Beech,0,37
Southern Ruapehu Line H,3/04/2013,Mountain Beech,0,37
Southern Ruapehu Line H,1/07/2013,Mountain Beech,0,37
Southern Ruapehu Line H,15/09/2013,Mountain Beech,0,37
Southern Ruapehu Line H,1/11/2013,Mountain Beech,0,37
Southern Ruapehu Line H,8/01/2013,Red Beech,2,2
Southern Ruapehu Line H,8/02/2013,Red Beech,0,2
Southern Ruapehu Line H,3/04/2013,Red Beech,0,2
Southern Ruapehu Line H,1/07/2013,Red Beech,0,2
Southern Ruapehu Line H,15/09/2013,Red Beech,0,2
Southern Ruapehu Line H,1/11/2013,Red Beech,0,2
Southern Ruapehu Line H,8/01/2013,Silver Beech,10,10
Southern Ruapehu Line H,8/02/2013,Silver Beech,0,10
Southern Ruapehu Line H,3/04/2013,Silver Beech,0,10
Southern Ruapehu Line H,1/07/2013,Silver Beech,0,10
Southern Ruapehu Line H,15/09/2013,Silver Beech,0,10
Southern Ruapehu Line H,1/11/2013,Silver Beech,0,10
Southern Ruapehu Line H,13/01/2014,Mountain Beech,0,0
Southern Ruapehu Line H,27/03/2014,Mountain Beech,1176,1176
Southern Ruapehu Line H,5/05/2014,Mountain Beech,674,1850
Southern Ruapehu Line H,11/08/2014,Mountain Beech,249,2099
Southern Ruapehu Line H,19/09/2014,Mountain Beech,29,2128
Southern Ruapehu Line H,13/01/2014,Red Beech,0,0
Southern Ruapehu Line H,27/03/2014,Red Beech,0,0
Southern Ruapehu Line H,5/05/2014,Red Beech,0,0
Southern Ruapehu Line H,11/08/2014,Red Beech,0,0
Southern Ruapehu Line H,19/09/2014,Red Beech,0,0
Southern Ruapehu Line H,13/01/2014,Silver Beech,0,0
Southern Ruapehu Line H,27/03/2014,Silver Beech,794,794
Southern Ruapehu Line H,5/05/2014,Silver Beech,1749,2543
Southern Ruapehu Line H,11/08/2014,Silver Beech,138,2681
Southern Ruapehu Line H,19/09/2014,Silver Beech,21,2702
Station Creek,1/02/2005,Red Beech,0,0
Station Creek,2/03/2005,Red Beech,0,0
Station Creek,31/03/2005,Red Beech,35,35
Station Creek,3/04/2005,Red Beech,162,197
Station Creek,31/05/2005,Red Beech,24,221
Station Creek,1/02/2005,Silver Beech,0,0
Station Creek,2/03/2005,Silver Beech,0,0
Station Creek,31/03/2005,Silver Beech,127,127
Station Creek,3/04/2005,Silver Beech,202,329
Station Creek,31/05/2005,Silver Beech,32,361
Station Creek,2/03/2006,Red Beech,52,52
Station Creek,27/03/2006,Red Beech,4406,4458
Station Creek,26/04/2006,Red Beech,55,4513
Station Creek,27/05/2006,Red Beech,70,4583
Station Creek,2/03/2006,Silver Beech,3,3
Station Creek,27/03/2006,Silver Beech,76,79
Station Creek,26/04/2006,Silver Beech,56,135
Station Creek,27/05/2006,Silver Beech,80,215
Station Creek,26/03/2009,Red Beech,313,313
Station Creek,23/04/2009,Red Beech,2143,2456
Station Creek,26/05/2009,Red Beech,1068,3524
Station Creek,30/06/2009,Red Beech,110,3634
Station Creek,28/07/2009,Red Beech,38,3672
Station Creek,26/03/2009,Silver Beech,51,51
Station Creek,23/04/2009,Silver Beech,277,328
Station Creek,26/05/2009,Silver Beech,651,979
Station Creek,30/06/2009,Silver Beech,41,1020
Station Creek,28/07/2009,Silver Beech,64,1084
Station Creek,7/02/2011,Red Beech,3,3
Station Creek,8/03/2011,Red Beech,24,27
Station Creek,6/04/2011,Red Beech,67,94
Station Creek,4/05/2011,Red Beech,45,139
Station Creek,15/06/2011,Red Beech,2,141
Station Creek,7/02/2011,Silver Beech,117,117
Station Creek,8/03/2011,Silver Beech,171,288
Station Creek,6/04/2011,Silver Beech,206,494
Station Creek,4/05/2011,Silver Beech,207,701
Station Creek,15/06/2011,Silver Beech,53,754
Station Creek,13/02/2012,Red Beech,1,1
Station Creek,12/04/2012,Red Beech,363,364
Station Creek,22/05/2012,Red Beech,55,419
Station Creek,13/02/2012,Silver Beech,1,1
Station Creek,12/04/2012,Silver Beech,102,103
Station Creek,22/05/2012,Silver Beech,1,104
Station Creek,5/02/2014,Red Beech,5,5
Station Creek,18/03/2014,Red Beech,775,780
Station Creek,1/04/2014,Red Beech,166,946
Station Creek,9/05/2014,Red Beech,3231,4177
Station Creek,12/05/2014,Red Beech,2677,6854
Station Creek,18/06/2014,Red Beech,82,6936
Station Creek,16/07/2014,Red Beech,107,7043
Station Creek,5/02/2014,Silver Beech,13,13
Station Creek,18/03/2014,Silver Beech,40,53
Station Creek,1/04/2014,Silver Beech,23,76
Station Creek,9/05/2014,Silver Beech,425,501
Station Creek,12/05/2014,Silver Beech,55,556
Station Creek,18/06/2014,Silver Beech,12,568
Station Creek,16/07/2014,Silver Beech,7,575
Station Creek,30/03/2016,Red Beech,614,614
Station Creek,22/04/2016,Red Beech,543,1157
Station Creek,27/05/2016,Red Beech,558,1715
Station Creek,28/06/2016,Red Beech,866,2581
Station Creek,30/03/2016,Silver Beech,348,348
Station Creek,22/04/2016,Silver Beech,192,540
Station Creek,27/05/2016,Silver Beech,342,882
Station Creek,28/06/2016,Silver Beech,60,942
Sylvan,1/03/2000,Red Beech,589,589
Sylvan,1/04/2000,Red Beech,2596,3185
Sylvan,1/05/2000,Red Beech,712,3897
Sylvan,1/06/2003,Mountain Beech,36,36
Sylvan,1/06/2003,Red Beech,3,3
Sylvan,1/06/2003,Silver Beech,8,8
Sylvan,1/03/2004,Red Beech,1,1
Sylvan,1/04/2004,Red Beech,156,157
Sylvan,1/05/2004,Red Beech,186,343
Sylvan,1/06/2004,Red Beech,35,378
Sylvan,1/04/2005,Mountain Beech,0,0
Sylvan,1/06/2005,Mountain Beech,11,11
Sylvan,1/04/2005,Red Beech,3,3
Sylvan,1/06/2005,Red Beech,3,6
Sylvan,1/04/2005,Silver Beech,15,15
Sylvan,1/06/2005,Silver Beech,2,17
Sylvan,1/03/2006,Mountain Beech,730,730
Sylvan,1/04/2006,Mountain Beech,684,1414
Sylvan,1/05/2006,Mountain Beech,343,1757
Sylvan,1/06/2006,Mountain Beech,33,1790
Sylvan,1/07/2006,Mountain Beech,59,1849
Sylvan,1/03/2006,Red Beech,915,915
Sylvan,1/04/2006,Red Beech,1539,2454
Sylvan,1/05/2006,Red Beech,419,2873
Sylvan,1/06/2006,Red Beech,84,2957
Sylvan,1/07/2006,Red Beech,202,3159
Sylvan,1/03/2006,Silver Beech,37,37
Sylvan,1/04/2006,Silver Beech,306,343
Sylvan,1/05/2006,Silver Beech,174,517
Sylvan,1/06/2006,Silver Beech,27,544
Sylvan,1/07/2006,Silver Beech,108,652
Sylvan,25/06/2007,Mountain Beech,1,1
Sylvan,25/06/2007,Red Beech,3,3
Sylvan,25/06/2007,Silver Beech,0,0
Sylvan,22/05/2008,Mountain Beech,763,763
Sylvan,22/05/2008,Red Beech,23,23
Sylvan,22/05/2008,Silver Beech,33,33
Sylvan,4/03/2009,Mountain Beech,117,117
Sylvan,31/03/2009,Mountain Beech,818,935
Sylvan,5/05/2009,Mountain Beech,348,1283
Sylvan,3/06/2009,Mountain Beech,32,1315
Sylvan,3/08/2009,Mountain Beech,26,1341
Sylvan,4/03/2009,Red Beech,230,230
Sylvan,31/03/2009,Red Beech,649,879
Sylvan,5/05/2009,Red Beech,260,1139
Sylvan,3/06/2009,Red Beech,31,1170
Sylvan,3/08/2009,Red Beech,13,1183
Sylvan,4/03/2009,Silver Beech,8,8
Sylvan,31/03/2009,Silver Beech,21,29
Sylvan,5/05/2009,Silver Beech,35,64
Sylvan,3/06/2009,Silver Beech,12,76
Sylvan,3/08/2009,Silver Beech,8,84
Sylvan,3/05/2010,Mountain Beech,1,1
Sylvan,3/05/2010,Red Beech,0,0
Sylvan,3/05/2010,Silver Beech,0,0
Sylvan,8/03/2011,Mountain Beech,728,728
Sylvan,1/04/2011,Mountain Beech,606,1334
Sylvan,2/05/2011,Mountain Beech,143,1477
Sylvan,31/05/2011,Mountain Beech,72,1549
Sylvan,8/03/2011,Red Beech,56,56
Sylvan,1/04/2011,Red Beech,23,79
Sylvan,2/05/2011,Red Beech,4,83
Sylvan,31/05/2011,Red Beech,0,83
Sylvan,8/03/2011,Silver Beech,305,305
Sylvan,1/04/2011,Silver Beech,192,497
Sylvan,2/05/2011,Silver Beech,75,572
Sylvan,31/05/2011,Silver Beech,68,640
Sylvan,14/03/2012,Mountain Beech,126,126
Sylvan,30/05/2012,Mountain Beech,183,309
Sylvan,14/03/2012,Red Beech,8,8
Sylvan,30/05/2012,Red Beech,10,18
Sylvan,14/03/2012,Silver Beech,2,2
Sylvan,30/05/2012,Silver Beech,1,3
Sylvan,2/05/2013,Mountain Beech,898,898
Sylvan,2/05/2013,Red Beech,158,158
Sylvan,2/05/2013,Silver Beech,23,23
Sylvan,10/03/2014,Mountain Beech,58,58
Sylvan,31/03/2014,Mountain Beech,139,197
Sylvan,2/05/2014,Mountain Beech,34,231
Sylvan,3/06/2014,Mountain Beech,11,242
Sylvan,10/03/2014,Red Beech,36,36
Sylvan,31/03/2014,Red Beech,112,148
Sylvan,2/05/2014,Red Beech,28,176
Sylvan,3/06/2014,Red Beech,24,200
Sylvan,10/03/2014,Silver Beech,8,8
Sylvan,31/03/2014,Silver Beech,207,215
Sylvan,2/05/2014,Silver Beech,119,334
Sylvan,3/06/2014,Silver Beech,100,434
Sylvan,4/03/2015,Mountain Beech,1,1
Sylvan,12/05/2015,Mountain Beech,1,2
Sylvan,8/06/2015,Mountain Beech,0,2
Sylvan,4/03/2015,Red Beech,0,0
Sylvan,12/05/2015,Red Beech,1,1
Sylvan,8/06/2015,Red Beech,0,1
Sylvan,4/03/2015,Silver Beech,0,0
Sylvan,12/05/2015,Silver Beech,0,0
Sylvan,8/06/2015,Silver Beech,0,0
Sylvan,29/03/2016,Mountain Beech,1637,1637
Sylvan,25/05/2016,Mountain Beech,510,2147
Sylvan,29/03/2016,Red Beech,1366,1366
Sylvan,25/05/2016,Red Beech,537,1903
Sylvan,29/03/2016,Silver Beech,219,219
Sylvan,25/05/2016,Silver Beech,91,310
Takahe Valley,14/03/2008,Mountain Beech,35,35
Takahe Valley,10/04/2008,Mountain Beech,297,332
Takahe Valley,4/06/2008,Mountain Beech,1329,1661
Takahe Valley,14/03/2008,Silver Beech,0,0
Takahe Valley,10/04/2008,Silver Beech,0,0
Takahe Valley,4/06/2008,Silver Beech,1,1
Takahe Valley,1/04/2009,Mountain Beech,7,7
Takahe Valley,1/05/2009,Mountain Beech,851,858
Takahe Valley,1/06/2009,Mountain Beech,316,1174
Takahe Valley,1/04/2009,Silver Beech,0,0
Takahe Valley,1/05/2009,Silver Beech,14,14
Takahe Valley,1/06/2009,Silver Beech,1,15
Takahe Valley,30/04/2010,Mountain Beech,5,5
Takahe Valley,31/05/2010,Mountain Beech,3,8
Takahe Valley,29/06/2010,Mountain Beech,2,10
Takahe Valley,30/04/2010,Silver Beech,0,0
Takahe Valley,31/05/2010,Silver Beech,0,0
Takahe Valley,29/06/2010,Silver Beech,0,0
Takahe Valley,13/04/2011,Mountain Beech,5318,5318
Takahe Valley,22/06/2011,Mountain Beech,7219,12537
Takahe Valley,13/04/2011,Silver Beech,9,9
Takahe Valley,22/06/2011,Silver Beech,240,249
Takahe Valley,22/04/2012,Mountain Beech,20,20
Takahe Valley,21/06/2012,Mountain Beech,9,29
Takahe Valley,22/04/2012,Silver Beech,1,1
Takahe Valley,21/06/2012,Silver Beech,0,1
Takahe Valley,18/04/2013,Mountain Beech,32,32
Takahe Valley,6/06/2013,Mountain Beech,1087,1119
Takahe Valley,18/04/2013,Silver Beech,0,0
Takahe Valley,6/06/2013,Silver Beech,1,1
Takahe Valley,30/04/2014,Mountain Beech,1626,1626
Takahe Valley,18/06/2014,Mountain Beech,6404,8030
Takahe Valley,30/04/2014,Silver Beech,2,2
Takahe Valley,18/06/2014,Silver Beech,83,85
Takahe Valley,21/05/2016,Mountain Beech,9959,9959
Takahe Valley,21/05/2016,Silver Beech,33,33
Tararua Range,2/08/2011,Silver Beech,0,0
Tararua Range,3/08/2011,Silver Beech,0,0
Tararua Range,30/11/2011,Silver Beech,0,0
