"MonitoringPlace","DateCollected","SpeciesName","Average","CumSum_Year"
"Sylvan",2009-06-03,"Mountain Beech",32,1315
"Sylvan",2009-08-03,"Mountain Beech",26,1341
"Sylvan",2009-03-04,"Red Beech",230,230
"Sylvan",2009-03-31,"Red Beech",649,879
"Sylvan",2009-05-05,"Red Beech",260,1139
"Sylvan",2009-06-03,"Red Beech",31,1170
"Sylvan",2009-08-03,"Red Beech",13,1183
"Sylvan",2009-03-04,"Silver Beech",8,8
"Sylvan",2009-03-31,"Silver Beech",21,29
"Sylvan",2009-05-05,"Silver Beech",35,64
"Sylvan",2009-06-03,"Silver Beech",12,76
"Sylvan",2009-08-03,"Silver Beech",8,84
"Sylvan",2010-05-03,"Mountain Beech",1,1
"Sylvan",2010-05-03,"Red Beech",0,0
"Sylvan",2010-05-03,"Silver Beech",0,0
"Sylvan",2011-03-08,"Mountain Beech",728,728
"Sylvan",2011-04-01,"Mountain Beech",606,1334
"Sylvan",2011-05-02,"Mountain Beech",143,1477
"Sylvan",2011-05-31,"Mountain Beech",72,1549
"Sylvan",2011-03-08,"Red Beech",56,56
"Sylvan",2011-04-01,"Red Beech",23,79
"Sylvan",2011-05-02,"Red Beech",4,83
"Sylvan",2011-05-31,"Red Beech",0,83
"Sylvan",2011-03-08,"Silver Beech",305,305
"Sylvan",2011-04-01,"Silver Beech",192,497
"Sylvan",2011-05-02,"Silver Beech",75,572
"Sylvan",2011-05-31,"Silver Beech",68,640
"Sylvan",2012-03-14,"Mountain Beech",126,126
"Sylvan",2012-05-30,"Mountain Beech",183,309
"Sylvan",2012-03-14,"Red Beech",8,8
"Sylvan",2012-05-30,"Red Beech",10,18
"Sylvan",2012-03-14,"Silver Beech",2,2
"Sylvan",2012-05-30,"Silver Beech",1,3
"Sylvan",2013-05-02,"Mountain Beech",898,898
"Sylvan",2013-05-02,"Red Beech",158,158
"Sylvan",2013-05-02,"Silver Beech",23,23
"Sylvan",2014-03-10,"Mountain Beech",58,58
"Sylvan",2014-03-31,"Mountain Beech",139,197
"Sylvan",2014-05-02,"Mountain Beech",34,231
"Sylvan",2014-06-03,"Mountain Beech",11,242
"Sylvan",2014-03-10,"Red Beech",36,36
"Sylvan",2014-03-31,"Red Beech",112,148
"Sylvan",2014-05-02,"Red Beech",28,176
"Sylvan",2014-06-03,"Red Beech",24,200
"Sylvan",2014-03-10,"Silver Beech",8,8
"Sylvan",2014-03-31,"Silver Beech",207,215
"Sylvan",2014-05-02,"Silver Beech",119,334
"Sylvan",2014-06-03,"Silver Beech",100,434
"Sylvan",2015-03-04,"Mountain Beech",1,1
"Sylvan",2015-05-12,"Mountain Beech",1,2
"Sylvan",2015-06-08,"Mountain Beech",0,2
"Sylvan",2015-03-04,"Red Beech",0,0
"Sylvan",2015-05-12,"Red Beech",1,1
"Sylvan",2015-06-08,"Red Beech",0,1
"Sylvan",2015-03-04,"Silver Beech",0,0
"Sylvan",2015-05-12,"Silver Beech",0,0
"Sylvan",2015-06-08,"Silver Beech",0,0
"Sylvan",2016-03-29,"Mountain Beech",1637,1637
"Sylvan",2016-05-25,"Mountain Beech",510,2147
"Sylvan",2016-03-29,"Red Beech",1366,1366
"Sylvan",2016-05-25,"Red Beech",537,1903
"Sylvan",2016-03-29,"Silver Beech",219,219
"Sylvan",2016-05-25,"Silver Beech",91,310
"Takahe Valley",2008-03-14,"Mountain Beech",35,35
"Takahe Valley",2008-04-10,"Mountain Beech",297,332
"Takahe Valley",2008-06-04,"Mountain Beech",1329,1661
"Takahe Valley",2008-03-14,"Silver Beech",0,0
"Takahe Valley",2008-04-10,"Silver Beech",0,0
"Takahe Valley",2008-06-04,"Silver Beech",1,1
"Takahe Valley",2009-04-01,"Mountain Beech",7,7
"Takahe Valley",2009-05-01,"Mountain Beech",851,858
"Takahe Valley",2009-06-01,"Mountain Beech",316,1174
"Takahe Valley",2009-04-01,"Silver Beech",0,0
"Takahe Valley",2009-05-01,"Silver Beech",14,14
"Takahe Valley",2009-06-01,"Silver Beech",1,15
"Takahe Valley",2010-04-30,"Mountain Beech",5,5
"Takahe Valley",2010-05-31,"Mountain Beech",3,8
"Takahe Valley",2010-06-29,"Mountain Beech",2,10
"Takahe Valley",2010-04-30,"Silver Beech",0,0
"Takahe Valley",2010-05-31,"Silver Beech",0,0
"Takahe Valley",2010-06-29,"Silver Beech",0,0
"Takahe Valley",2011-04-13,"Mountain Beech",5318,5318
"Takahe Valley",2011-06-22,"Mountain Beech",7219,12537
"Takahe Valley",2011-04-13,"Silver Beech",9,9
"Takahe Valley",2011-06-22,"Silver Beech",240,249
"Takahe Valley",2012-04-22,"Mountain Beech",20,20
"Takahe Valley",2012-06-21,"Mountain Beech",9,29
"Takahe Valley",2012-04-22,"Silver Beech",1,1
"Takahe Valley",2012-06-21,"Silver Beech",0,1
"Takahe Valley",2013-04-18,"Mountain Beech",32,32
"Takahe Valley",2013-06-06,"Mountain Beech",1087,1119
"Takahe Valley",2013-04-18,"Silver Beech",0,0
"Takahe Valley",2013-06-06,"Silver Beech",1,1
"Takahe Valley",2014-04-30,"Mountain Beech",1626,1626
"Takahe Valley",2014-06-18,"Mountain Beech",6404,8030
"Takahe Valley",2014-04-30,"Silver Beech",2,2
"Takahe Valley",2014-06-18,"Silver Beech",83,85
"Takahe Valley",2016-05-21,"Mountain Beech",9959,9959
"Takahe Valley",2016-05-21,"Silver Beech",33,33
"Tararua Range",2011-08-02,"Silver Beech",0,0
"Tararua Range",2011-08-03,"Silver Beech",0,0
"Tararua Range",2011-11-30,"Silver Beech",0,0
"Tararua Range",2011-12-01,"Silver Beech",0,0
"Tararua Range",2012-01-16,"Silver Beech",8,8
"Tararua Range",2012-03-13,"Silver Beech",25,33
"Tararua Range",2012-03-29,"Silver Beech",98,131
"Tararua Range",2012-05-02,"Silver Beech",42,173
"Tararua Range",2012-05-05,"Silver Beech",26,199
"Tararua Range",2012-11-09,"Silver Beech",184,383
"Tararua Range",2013-01-29,"Silver Beech",3,3
"Tararua Range",2013-02-26,"Silver Beech",0,3
"Tararua Range",2013-05-13,"Silver Beech",1,4
"Tararua Range",2013-05-14,"Silver Beech",3,7
"Tararua Range",2014-02-19,"Silver Beech",26,26
"Tararua Range",2014-06-03,"Silver Beech",2952,2978
"Tararua Range",2014-07-07,"Silver Beech",2452,5430
"Tararua Range",2015-02-11,"Silver Beech",20,20
"Tararua Range",2015-05-28,"Silver Beech",2,22
"Tararua Range",2016-02-02,"Silver Beech",2,2
"Tararua Range",2016-06-02,"Silver Beech",12,14
"Tararua Range",2016-07-05,"Silver Beech",1,15
"Tararua Range",2016-09-21,"Silver Beech",11,26
"Tararua Range",2016-09-24,"Silver Beech",7,33
"Thisbe Stream",1995-02-28,"Silver Beech",95,95
"Thisbe Stream",1995-03-31,"Silver Beech",681,776
"Thisbe Stream",1995-06-30,"Silver Beech",5334,6110
"Thisbe Stream",1996-02-26,"Silver Beech",123,123
"Thisbe Stream",1996-06-06,"Silver Beech",796,919
"Thisbe Stream",1997-03-31,"Silver Beech",684,684
"Thisbe Stream",1997-05-22,"Silver Beech",3008,3692
"Thisbe Stream",1997-07-16,"Silver Beech",132,3824
"Thisbe Stream",1998-04-30,"Silver Beech",104,104
"Thisbe Stream",1998-06-02,"Silver Beech",5,109
"Thisbe Stream",1999-03-31,"Silver Beech",5115,5115
"Thisbe Stream",1999-04-30,"Silver Beech",1401,6516
"Thisbe Stream",1999-05-31,"Silver Beech",3654,10170
"Thisbe Stream",1999-06-30,"Silver Beech",1622,11792
"Thisbe Stream",2000-03-24,"Silver Beech",61,61
"Thisbe Stream",2000-05-31,"Silver Beech",6,67
"Thisbe Stream",2001-05-31,"Silver Beech",112,112
"Thisbe Stream",2002-04-10,"Silver Beech",146,146
"Thisbe Stream",2002-04-30,"Silver Beech",111,257
"Thisbe Stream",2002-05-15,"Silver Beech",64,321
"Thisbe Stream",2003-04-03,"Silver Beech",35,35
"Thisbe Stream",2003-04-30,"Silver Beech",347,382
"Thisbe Stream",2003-05-16,"Silver Beech",222,604
"Thisbe Stream",2003-08-13,"Silver Beech",26,630
"Thisbe Stream",2004-04-01,"Silver Beech",1838,1838
"Thisbe Stream",2004-04-29,"Silver Beech",1686,3524
"Thisbe Stream",2004-05-27,"Silver Beech",1003,4527
"Thisbe Stream",2005-04-08,"Silver Beech",1046,1046
"Thisbe Stream",2005-04-30,"Silver Beech",520,1566
"Thisbe Stream",2005-05-31,"Silver Beech",1854,3420
"Thisbe Stream",2006-02-15,"Silver Beech",1958,1958
"Thisbe Stream",2006-03-31,"Silver Beech",1537,3495
"Thisbe Stream",2006-05-01,"Silver Beech",1934,5429
"Thisbe Stream",2006-05-31,"Silver Beech",429,5858
"Thisbe Stream",2006-06-28,"Silver Beech",706,6564
"Thisbe Stream",2007-04-30,"Silver Beech",67,67
"Thisbe Stream",2007-07-27,"Silver Beech",17,84
"Thisbe Stream",2008-04-11,"Silver Beech",20,20
"Thisbe Stream",2008-05-16,"Silver Beech",68,88
"Thisbe Stream",2008-06-10,"Silver Beech",21,109
"Thisbe Stream",2009-03-12,"Silver Beech",1440,1440
"Thisbe Stream",2009-03-30,"Silver Beech",7266,8706
"Thisbe Stream",2009-05-07,"Silver Beech",2809,11515
"Thisbe Stream",2009-06-05,"Silver Beech",4080,15595
"Thisbe Stream",2009-07-08,"Silver Beech",1119,16714
"Thisbe Stream",2010-05-18,"Silver Beech",26,26
"Thisbe Stream",2011-03-04,"Silver Beech",16,16
"Thisbe Stream",2011-04-04,"Silver Beech",28,44
"Thisbe Stream",2011-05-05,"Silver Beech",25,69
"Thisbe Stream",2011-06-03,"Silver Beech",12,81
"Thisbe Stream",2012-04-10,"Silver Beech",92,92
"Thisbe Stream",2012-05-10,"Silver Beech",290,382
"Thisbe Stream",2012-06-11,"Silver Beech",125,507
"Thisbe Stream",2013-04-05,"Silver Beech",10,10
"Thisbe Stream",2013-05-09,"Silver Beech",257,267
"Thisbe Stream",2013-06-26,"Silver Beech",122,389
"Thisbe Stream",2014-03-10,"Silver Beech",554,554
"Thisbe Stream",2014-04-10,"Silver Beech",4354,4908
"Thisbe Stream",2014-05-05,"Silver Beech",5184,10092
"Thisbe Stream",2014-06-10,"Silver Beech",2333,12425
"Thisbe Stream",2014-07-14,"Silver Beech",556,12981
"Thisbe Stream",2016-02-16,"Silver Beech",106,106
"Thisbe Stream",2016-04-04,"Silver Beech",2702,2808
"Thisbe Stream",2016-05-02,"Silver Beech",3873,6681
"Thisbe Stream",2016-06-03,"Silver Beech",621,7302
"Toetoe Flat, Rafters",2008-05-14,"Silver Beech",1757,1757
"Toetoe Flat, Rafters",2009-09-16,"Silver Beech",3234,3234
"Toetoe Flat, Rafters",2010-05-04,"Silver Beech",6,6
"Toetoe Flat, Rafters",2010-08-11,"Silver Beech",6,12
"Toetoe Flat, Rafters",2011-08-02,"Silver Beech",5053,5053
"Toetoe Flat, Rafters",2012-05-11,"Silver Beech",153,153
"Toetoe Flat, Rafters",2012-08-12,"Silver Beech",27,180
"Toetoe Flat, Rafters",2013-04-06,"Silver Beech",179,179
"Toetoe Flat, Rafters",2013-05-14,"Silver Beech",1914,2093
"Toetoe Flat, Rafters",2013-07-30,"Silver Beech",1793,3886
"Toetoe Flat, Rafters",2014-06-05,"Silver Beech",10466,10466
"Toetoe Flat, Rafters",2015-02-01,"Silver Beech",2740,2740
"Toetoe Flat, Rafters",2015-05-26,"Silver Beech",48,2788
"Toetoe Flat, Rafters",2015-12-03,"Silver Beech",60,2848
"Toetoe Flat, Rafters",2016-11-08,"Silver Beech",1611,1611
"Turret Head",2008-05-28,"Mountain Beech",2121,2121
"Turret Head",2008-05-28,"Red Beech",6,6
"Turret Head",2008-05-28,"Silver Beech",4,4
"Turret Head",2009-03-03,"Mountain Beech",52,52
"Turret Head",2009-04-06,"Mountain Beech",1174,1226
"Turret Head",2009-05-11,"Mountain Beech",470,1696
"Turret Head",2009-06-02,"Mountain Beech",35,1731
"Turret Head",2009-08-07,"Mountain Beech",25,1756
"Turret Head",2009-03-03,"Red Beech",0,0
"Turret Head",2009-04-06,"Red Beech",11,11
"Turret Head",2009-05-11,"Red Beech",22,33
"Turret Head",2009-06-02,"Red Beech",1,34
"Turret Head",2009-08-07,"Red Beech",0,34
"Turret Head",2009-03-03,"Silver Beech",0,0
"Turret Head",2009-04-06,"Silver Beech",5,5
"Turret Head",2009-05-11,"Silver Beech",8,13
"Turret Head",2009-06-02,"Silver Beech",0,13
"Turret Head",2009-08-07,"Silver Beech",2,15
"Turret Head",2010-05-12,"Mountain Beech",1,1
"Turret Head",2010-05-12,"Red Beech",0,0
"Turret Head",2010-05-12,"Silver Beech",0,0
"Turret Head",2011-03-07,"Mountain Beech",1233,1233
"Turret Head",2011-04-01,"Mountain Beech",4178,5411
"Turret Head",2011-05-09,"Mountain Beech",287,5698
"Turret Head",2011-05-30,"Mountain Beech",136,5834
"Turret Head",2011-03-07,"Red Beech",0,0
"Turret Head",2011-04-01,"Red Beech",62,62
"Turret Head",2011-05-09,"Red Beech",16,78
"Turret Head",2011-05-30,"Red Beech",5,83
"Turret Head",2011-03-07,"Silver Beech",0,0
"Turret Head",2011-04-01,"Silver Beech",9,9
"Turret Head",2011-05-09,"Silver Beech",0,9
"Turret Head",2011-05-30,"Silver Beech",14,23
"Turret Head",2012-03-21,"Mountain Beech",171,171
"Turret Head",2012-05-29,"Mountain Beech",152,323
"Turret Head",2012-03-21,"Red Beech",0,0
"Turret Head",2012-05-29,"Red Beech",0,0
"Turret Head",2012-03-21,"Silver Beech",0,0
"Turret Head",2012-05-29,"Silver Beech",0,0
"Turret Head",2013-05-23,"Mountain Beech",3212,3212
"Turret Head",2013-05-23,"Red Beech",3,3
"Turret Head",2013-05-23,"Silver Beech",1,1
"Turret Head",2014-03-10,"Mountain Beech",12,12
"Turret Head",2014-03-31,"Mountain Beech",1246,1258
"Turret Head",2014-05-02,"Mountain Beech",1320,2578
"Turret Head",2014-06-03,"Mountain Beech",362,2940
"Turret Head",2014-03-10,"Red Beech",1,1
"Turret Head",2014-03-31,"Red Beech",0,1
"Turret Head",2014-05-02,"Red Beech",2,3
"Turret Head",2014-06-03,"Red Beech",39,42
"Turret Head",2014-03-10,"Silver Beech",0,0
"Turret Head",2014-03-31,"Silver Beech",0,0
"Turret Head",2014-05-02,"Silver Beech",1,1
"Turret Head",2014-06-03,"Silver Beech",15,16
"Turret Head",2015-03-04,"Mountain Beech",3,3
"Turret Head",2015-05-12,"Mountain Beech",9,12
"Turret Head",2015-06-11,"Mountain Beech",0,12
"Turret Head",2015-03-04,"Red Beech",0,0
"Turret Head",2015-05-12,"Red Beech",0,0
"Turret Head",2015-06-11,"Red Beech",0,0
"Turret Head",2015-03-04,"Silver Beech",0,0
"Turret Head",2015-05-12,"Silver Beech",0,0
"Turret Head",2015-06-11,"Silver Beech",0,0
"Turret Head",2016-03-29,"Mountain Beech",5497,5497
"Turret Head",2016-05-30,"Mountain Beech",1025,6522
"Turret Head",2016-03-29,"Red Beech",1,1
"Turret Head",2016-05-30,"Red Beech",429,430
"Turret Head",2016-03-29,"Silver Beech",0,0
"Turret Head",2016-05-30,"Silver Beech",150,150
"Upper Hollyford",2017-05-02,"Red Beech",4,4
"Upper Hollyford",2017-05-02,"Silver Beech",0,0
"Upper Hollyford HD",2014-06-01,"Red Beech",0,0
"Upper Hollyford HD",2014-07-17,"Red Beech",0,0
"Upper Hollyford HD",2014-06-01,"Silver Beech",617,617
"Upper Hollyford HD",2014-07-17,"Silver Beech",99,716
"Upper Hollyford HD",2015-03-24,"Red Beech",1,1
"Upper Hollyford HD",2015-03-24,"Silver Beech",9,9
"Upper Hollyford HD",2016-05-18,"Red Beech",0,0
"Upper Hollyford HD",2016-05-19,"Red Beech",0,0
"Upper Hollyford HD",2016-05-18,"Silver Beech",1654,1654
"Upper Hollyford HD",2016-05-19,"Silver Beech",625,2279
"Upper Hollyford HD",2017-05-02,"Red Beech",0,0
"Upper Hollyford HD",2017-05-02,"Silver Beech",24,24
"Upper Hollyford HF",2014-06-01,"Red Beech",0,0
"Upper Hollyford HF",2014-07-17,"Red Beech",0,0
"Upper Hollyford HF",2014-06-01,"Silver Beech",299,299
"Upper Hollyford HF",2014-07-17,"Silver Beech",28,327
"Upper Hollyford HF",2015-03-25,"Red Beech",0,0
"Upper Hollyford HF",2015-03-25,"Silver Beech",3,3
"Upper Hollyford HF",2016-05-20,"Red Beech",0,0
"Upper Hollyford HF",2016-05-20,"Silver Beech",459,459
"Upper Hollyford HF",2017-05-02,"Red Beech",0,0
"Upper Hollyford HF",2017-05-02,"Silver Beech",0,0
"Upper Hollyford HH",2014-06-07,"Red Beech",20,20
"Upper Hollyford HH",2014-07-18,"Red Beech",1,21
"Upper Hollyford HH",2014-06-07,"Silver Beech",126,126
"Upper Hollyford HH",2014-07-18,"Silver Beech",10,136
"Upper Hollyford HH",2015-03-24,"Red Beech",0,0
"Upper Hollyford HH",2015-03-24,"Silver Beech",4,4
"Upper Hollyford HH",2016-05-18,"Red Beech",67,67
"Upper Hollyford HH",2016-05-20,"Red Beech",0,67
"Upper Hollyford HH",2016-05-18,"Silver Beech",454,454
"Upper Hollyford HH",2016-05-20,"Silver Beech",36,490
"Upper Hollyford HH",2017-05-02,"Red Beech",3,3
"Upper Hollyford HH",2017-05-02,"Silver Beech",5,5
"Upper Hollyford HP",2014-06-01,"Red Beech",0,0
"Upper Hollyford HP",2014-07-17,"Red Beech",0,0
"Upper Hollyford HP",2014-06-01,"Silver Beech",649,649
"Upper Hollyford HP",2014-07-17,"Silver Beech",67,716
"Upper Hollyford HP",2015-03-25,"Red Beech",0,0
"Upper Hollyford HP",2015-03-25,"Silver Beech",1,1
"Upper Hollyford HP",2016-05-20,"Red Beech",0,0
"Upper Hollyford HP",2016-05-20,"Silver Beech",721,721
"Upper Hollyford HP",2017-05-02,"Red Beech",0,0
"Upper Hollyford HP",2017-05-02,"Silver Beech",109,109
"Waikaia WL12",2014-04-14,"Mountain Beech",0,0
"Waikaia WL12",2014-05-30,"Mountain Beech",0,0
"Waikaia WL12",2014-07-12,"Mountain Beech",0,0
"Waikaia WL12",2014-07-29,"Mountain Beech",0,0
"Waikaia WL12",2014-04-14,"Red Beech",0,0
"Waikaia WL12",2014-05-30,"Red Beech",6,6
"Waikaia WL12",2014-07-12,"Red Beech",0,6
"Waikaia WL12",2014-07-29,"Red Beech",0,6
"Waikaia WL12",2014-04-14,"Silver Beech",657,657
"Waikaia WL12",2014-05-30,"Silver Beech",6482,7139
"Waikaia WL12",2014-07-12,"Silver Beech",294,7433
"Waikaia WL12",2014-07-29,"Silver Beech",67,7500
"Waikaia WL12",2015-08-28,"Mountain Beech",0,0
"Waikaia WL12",2015-08-28,"Red Beech",0,0
"Waikaia WL12",2015-08-28,"Silver Beech",0,0
"Waikaia WL12",2017-04-06,"Mountain Beech",0,0
"Waikaia WL12",2017-04-06,"Red Beech",0,0
"Waikaia WL12",2017-04-06,"Silver Beech",6,6
"Waikaia WL17",2014-04-14,"Mountain Beech",222,222
"Waikaia WL17",2014-05-30,"Mountain Beech",7,229
"Waikaia WL17",2014-07-12,"Mountain Beech",11,240
"Waikaia WL17",2014-07-29,"Mountain Beech",39,279
"Waikaia WL17",2014-04-14,"Red Beech",294,294
"Waikaia WL17",2014-05-30,"Red Beech",272,566
"Waikaia WL17",2014-07-12,"Red Beech",20,586
"Waikaia WL17",2014-07-29,"Red Beech",33,619
"Waikaia WL17",2014-04-14,"Silver Beech",249,249
"Waikaia WL17",2014-05-30,"Silver Beech",204,453
"Waikaia WL17",2014-07-12,"Silver Beech",24,477
"Waikaia WL17",2014-07-29,"Silver Beech",25,502
"Waikaia WL17",2015-08-18,"Mountain Beech",8,8
"Waikaia WL17",2015-08-18,"Red Beech",5,5
"Waikaia WL17",2015-08-18,"Silver Beech",1,1
"Waikaia WL17",2017-04-06,"Mountain Beech",38,38
"Waikaia WL17",2017-04-06,"Red Beech",191,191
"Waikaia WL17",2017-04-06,"Silver Beech",1,1
"Waikaia WL5",2014-04-14,"Mountain Beech",0,0
"Waikaia WL5",2014-05-30,"Mountain Beech",2,2
"Waikaia WL5",2014-07-12,"Mountain Beech",0,2
"Waikaia WL5",2014-07-29,"Mountain Beech",0,2
"Waikaia WL5",2014-04-14,"Red Beech",110,110
"Waikaia WL5",2014-05-30,"Red Beech",111,221
"Waikaia WL5",2014-07-12,"Red Beech",15,236
"Waikaia WL5",2014-07-29,"Red Beech",0,236
"Waikaia WL5",2014-04-14,"Silver Beech",104,104
"Waikaia WL5",2014-05-30,"Silver Beech",246,350
"Waikaia WL5",2014-07-12,"Silver Beech",55,405
"Waikaia WL5",2014-07-29,"Silver Beech",8,413
"Waikaia WL5",2015-08-18,"Mountain Beech",0,0
"Waikaia WL5",2015-08-18,"Red Beech",2,2
"Waikaia WL5",2015-08-18,"Silver Beech",2,2
"Waikaia WL5",2017-04-06,"Mountain Beech",0,0
"Waikaia WL5",2017-04-06,"Red Beech",163,163
"Waikaia WL5",2017-04-06,"Silver Beech",2,2
"Wainui Stream Line A",2014-03-10,"Red Beech",35,35
"Wainui Stream Line A",2014-04-07,"Red Beech",598,633
"Wainui Stream Line A",2014-05-06,"Red Beech",2610,3243
"Wainui Stream Line A",2014-06-07,"Red Beech",597,3840
"Wainui Stream Line A",2014-03-10,"Silver Beech",15,15
"Wainui Stream Line A",2014-04-07,"Silver Beech",200,215
"Wainui Stream Line A",2014-05-06,"Silver Beech",2812,3027
"Wainui Stream Line A",2014-06-07,"Silver Beech",563,3590
"Wainui Stream Line A",2015-04-15,"Red Beech",4,4
"Wainui Stream Line A",2015-06-15,"Red Beech",0,4
"Wainui Stream Line A",2015-04-15,"Silver Beech",8,8
"Wainui Stream Line A",2015-06-15,"Silver Beech",6,14
"Wainui Stream Line A",2016-03-30,"Red Beech",57,57
"Wainui Stream Line A",2016-06-13,"Red Beech",152,209
"Wainui Stream Line A",2016-03-30,"Silver Beech",0,0
"Wainui Stream Line A",2016-06-13,"Silver Beech",2,2
"Wainui Stream Line A",2017-04-07,"Red Beech",89,89
"Wainui Stream Line A",2017-04-07,"Silver Beech",22,22
"Wainui Stream Line B",2014-03-10,"Red Beech",10,10
"Wainui Stream Line B",2014-04-07,"Red Beech",131,141
"Wainui Stream Line B",2014-05-06,"Red Beech",1724,1865
"Wainui Stream Line B",2014-06-07,"Red Beech",500,2365
"Wainui Stream Line B",2014-03-10,"Silver Beech",16,16
"Wainui Stream Line B",2014-04-07,"Silver Beech",344,360
"Wainui Stream Line B",2014-05-06,"Silver Beech",1474,1834
"Wainui Stream Line B",2014-06-07,"Silver Beech",415,2249
"Wainui Stream Line B",2015-04-15,"Red Beech",8,8
"Wainui Stream Line B",2015-06-15,"Red Beech",2,10
"Wainui Stream Line B",2015-04-15,"Silver Beech",6,6
"Wainui Stream Line B",2015-06-15,"Silver Beech",5,11
"Wainui Stream Line B",2016-03-30,"Red Beech",20,20
"Wainui Stream Line B",2016-06-13,"Red Beech",100,120
"Wainui Stream Line B",2016-03-30,"Silver Beech",1,1
"Wainui Stream Line B",2016-06-13,"Silver Beech",0,1
"Wainui Stream Line B",2017-04-07,"Red Beech",8,8
"Wainui Stream Line B",2017-04-07,"Silver Beech",0,0
"Waitutu EWM",2010-10-15,"Mountain Beech",1,1
"Waitutu EWM",2010-11-17,"Mountain Beech",2,3
"Waitutu EWM",2010-10-15,"Silver Beech",1,1
"Waitutu EWM",2010-11-17,"Silver Beech",0,1
"Waitutu EWM",2011-02-23,"Mountain Beech",5,5
"Waitutu EWM",2011-05-18,"Mountain Beech",24,29
"Waitutu EWM",2011-08-13,"Mountain Beech",2,31
"Waitutu EWM",2011-11-13,"Mountain Beech",0,31
"Waitutu EWM",2011-02-23,"Silver Beech",0,0
"Waitutu EWM",2011-05-18,"Silver Beech",7,7
"Waitutu EWM",2011-08-13,"Silver Beech",4,11
"Waitutu EWM",2011-11-13,"Silver Beech",1,12
"Waitutu EWM",2012-02-17,"Mountain Beech",0,0
"Waitutu EWM",2012-05-10,"Mountain Beech",27,27
"Waitutu EWM",2012-08-16,"Mountain Beech",9,36
"Waitutu EWM",2012-11-17,"Mountain Beech",1,37
"Waitutu EWM",2012-02-17,"Silver Beech",0,0
"Waitutu EWM",2012-05-10,"Silver Beech",0,0
"Waitutu EWM",2012-08-16,"Silver Beech",0,0
"Waitutu EWM",2012-11-17,"Silver Beech",0,0
"Waitutu EWM",2013-02-14,"Mountain Beech",0,0
"Waitutu EWM",2013-05-02,"Mountain Beech",8,8
"Waitutu EWM",2013-08-03,"Mountain Beech",3,11
"Waitutu EWM",2013-11-19,"Mountain Beech",0,11
"Waitutu EWM",2013-02-14,"Silver Beech",0,0
"Waitutu EWM",2013-05-02,"Silver Beech",2,2
"Waitutu EWM",2013-08-03,"Silver Beech",8,10
"Waitutu EWM",2013-11-19,"Silver Beech",0,10
"Waitutu EWM",2014-02-01,"Mountain Beech",163,163
"Waitutu EWM",2014-05-28,"Mountain Beech",1771,1934
"Waitutu EWM",2014-07-27,"Mountain Beech",50,1984
"Waitutu EWM",2014-11-20,"Mountain Beech",72,2056
"Waitutu EWM",2014-02-01,"Silver Beech",1,1
"Waitutu EWM",2014-05-28,"Silver Beech",101,102
"Waitutu EWM",2014-07-27,"Silver Beech",6,108
"Waitutu EWM",2014-11-20,"Silver Beech",16,124
"Waitutu EWM",2015-02-11,"Mountain Beech",0,0
"Waitutu EWM",2015-05-15,"Mountain Beech",3,3
"Waitutu EWM",2015-08-10,"Mountain Beech",1,4
"Waitutu EWM",2015-11-18,"Mountain Beech",0,4
"Waitutu EWM",2015-02-11,"Silver Beech",0,0
"Waitutu EWM",2015-05-15,"Silver Beech",2,2
"Waitutu EWM",2015-08-10,"Silver Beech",0,2
"Waitutu EWM",2015-11-18,"Silver Beech",0,2
"Waitutu EWM",2016-02-13,"Mountain Beech",0,0
"Waitutu EWM",2016-05-27,"Mountain Beech",2352,2352
"Waitutu EWM",2016-08-21,"Mountain Beech",140,2492
"Waitutu EWM",2016-11-18,"Mountain Beech",57,2549
"Waitutu EWM",2016-02-13,"Silver Beech",0,0
"Waitutu EWM",2016-05-27,"Silver Beech",363,363
"Waitutu EWM",2016-08-21,"Silver Beech",24,387
"Waitutu EWM",2016-11-18,"Silver Beech",7,394
"Waitutu EWM",2017-02-19,"Mountain Beech",14,14
"Waitutu EWM",2017-05-18,"Mountain Beech",2,16
"Waitutu EWM",2017-02-19,"Silver Beech",3,3
"Waitutu EWM",2017-05-18,"Silver Beech",0,3
"Waitutu MP1",2010-10-15,"Mountain Beech",0,0
"Waitutu MP1",2010-11-16,"Mountain Beech",0,0
"Waitutu MP1",2010-10-15,"Silver Beech",3,3
"Waitutu MP1",2010-11-16,"Silver Beech",0,3
"Waitutu MP1",2011-02-23,"Mountain Beech",0,0
"Waitutu MP1",2011-05-22,"Mountain Beech",0,0
"Waitutu MP1",2011-08-13,"Mountain Beech",0,0
"Waitutu MP1",2011-11-18,"Mountain Beech",0,0
"Waitutu MP1",2011-02-23,"Silver Beech",14,14
"Waitutu MP1",2011-05-22,"Silver Beech",20,34
"Waitutu MP1",2011-08-13,"Silver Beech",9,43
"Waitutu MP1",2011-11-18,"Silver Beech",0,43
"Waitutu MP1",2012-02-17,"Mountain Beech",0,0
"Waitutu MP1",2012-05-10,"Mountain Beech",0,0
"Waitutu MP1",2012-08-16,"Mountain Beech",0,0
"Waitutu MP1",2012-11-17,"Mountain Beech",0,0
"Waitutu MP1",2012-02-17,"Silver Beech",0,0
"Waitutu MP1",2012-05-10,"Silver Beech",8,8
"Waitutu MP1",2012-08-16,"Silver Beech",3,11
"Waitutu MP1",2012-11-17,"Silver Beech",0,11
