"MonitoringPlace","DateCollected","SpeciesName","Average","CumSum_Year"
"Princhester",2010-06-04,"Silver Beech",6,16
"Princhester",2011-04-07,"Silver Beech",80,80
"Princhester",2011-05-04,"Silver Beech",271,351
"Princhester",2011-06-07,"Silver Beech",198,549
"Princhester",2012-05-22,"Silver Beech",7,7
"Princhester",2012-07-03,"Silver Beech",2,9
"Princhester",2013-05-01,"Silver Beech",215,215
"Princhester",2013-07-11,"Silver Beech",104,319
"Princhester",2014-04-11,"Silver Beech",30,30
"Princhester",2014-08-20,"Silver Beech",792,822
"Princhester",2015-06-10,"Silver Beech",7,7
"Princhester",2017-02-28,"Silver Beech",704,704
"RNRP",2008-05-11,"Mountain Beech",2,2
"RNRP",2008-07-02,"Mountain Beech",1,3
"RNRP",2008-05-11,"Red Beech",0,0
"RNRP",2008-07-02,"Red Beech",0,0
"RNRP",2008-05-11,"Silver Beech",0,0
"RNRP",2008-07-02,"Silver Beech",0,0
"RNRP",2009-04-29,"Mountain Beech",174,174
"RNRP",2009-04-29,"Red Beech",576,576
"RNRP",2009-04-29,"Silver Beech",434,434
"RNRP",2010-04-29,"Mountain Beech",4,4
"RNRP",2010-06-16,"Mountain Beech",5,9
"RNRP",2010-04-29,"Red Beech",14,14
"RNRP",2010-06-16,"Red Beech",12,26
"RNRP",2010-04-29,"Silver Beech",2,2
"RNRP",2010-06-16,"Silver Beech",1,3
"RNRP",2011-04-15,"Mountain Beech",27,27
"RNRP",2011-06-15,"Mountain Beech",7,34
"RNRP",2011-04-15,"Red Beech",50,50
"RNRP",2011-06-15,"Red Beech",1,51
"RNRP",2011-04-15,"Silver Beech",173,173
"RNRP",2011-06-15,"Silver Beech",163,336
"RNRP",2012-04-20,"Mountain Beech",26,26
"RNRP",2012-07-02,"Mountain Beech",11,37
"RNRP",2012-04-20,"Red Beech",65,65
"RNRP",2012-07-02,"Red Beech",136,201
"RNRP",2012-04-20,"Silver Beech",3,3
"RNRP",2012-07-02,"Silver Beech",0,3
"RNRP",2013-04-03,"Mountain Beech",0,0
"RNRP",2013-04-03,"Red Beech",1,1
"RNRP",2013-04-03,"Silver Beech",0,0
"RNRP",2016-03-03,"Mountain Beech",14,14
"RNRP",2016-04-18,"Mountain Beech",388,402
"RNRP",2016-06-14,"Mountain Beech",128,530
"RNRP",2016-03-03,"Red Beech",7,7
"RNRP",2016-04-18,"Red Beech",143,150
"RNRP",2016-06-14,"Red Beech",269,419
"RNRP",2016-03-03,"Silver Beech",12,12
"RNRP",2016-04-18,"Silver Beech",97,109
"RNRP",2016-06-14,"Silver Beech",101,210
"RNRP",2017-04-24,"Mountain Beech",14,14
"RNRP",2017-04-24,"Red Beech",16,16
"RNRP",2017-04-24,"Silver Beech",191,191
"Rough Creek",2009-03-26,"Mountain Beech",0,0
"Rough Creek",2009-04-23,"Mountain Beech",0,0
"Rough Creek",2009-05-26,"Mountain Beech",0,0
"Rough Creek",2009-06-30,"Mountain Beech",0,0
"Rough Creek",2009-07-28,"Mountain Beech",0,0
"Rough Creek",2009-03-26,"Red Beech",243,243
"Rough Creek",2009-04-23,"Red Beech",3850,4093
"Rough Creek",2009-05-26,"Red Beech",429,4522
"Rough Creek",2009-06-30,"Red Beech",30,4552
"Rough Creek",2009-07-28,"Red Beech",7,4559
"Rough Creek",2009-03-26,"Silver Beech",161,161
"Rough Creek",2009-04-23,"Silver Beech",874,1035
"Rough Creek",2009-05-26,"Silver Beech",314,1349
"Rough Creek",2009-06-30,"Silver Beech",24,1373
"Rough Creek",2009-07-28,"Silver Beech",13,1386
"Rough Creek",2011-02-07,"Mountain Beech",0,0
"Rough Creek",2011-03-08,"Mountain Beech",0,0
"Rough Creek",2011-04-06,"Mountain Beech",0,0
"Rough Creek",2011-05-04,"Mountain Beech",0,0
"Rough Creek",2011-06-15,"Mountain Beech",0,0
"Rough Creek",2011-02-07,"Red Beech",5,5
"Rough Creek",2011-03-08,"Red Beech",15,20
"Rough Creek",2011-04-06,"Red Beech",13,33
"Rough Creek",2011-05-04,"Red Beech",37,70
"Rough Creek",2011-06-15,"Red Beech",1,71
"Rough Creek",2011-02-07,"Silver Beech",163,163
"Rough Creek",2011-03-08,"Silver Beech",168,331
"Rough Creek",2011-04-06,"Silver Beech",367,698
"Rough Creek",2011-05-04,"Silver Beech",153,851
"Rough Creek",2011-06-15,"Silver Beech",9,860
"Rough Creek",2012-02-13,"Mountain Beech",0,0
"Rough Creek",2012-04-12,"Mountain Beech",0,0
"Rough Creek",2012-05-22,"Mountain Beech",0,0
"Rough Creek",2012-02-13,"Red Beech",1,1
"Rough Creek",2012-04-12,"Red Beech",994,995
"Rough Creek",2012-05-22,"Red Beech",103,1098
"Rough Creek",2012-02-13,"Silver Beech",0,0
"Rough Creek",2012-04-12,"Silver Beech",148,148
"Rough Creek",2012-05-22,"Silver Beech",0,148
"Rough Creek",2014-02-03,"Mountain Beech",0,0
"Rough Creek",2014-03-05,"Mountain Beech",1,1
"Rough Creek",2014-04-01,"Mountain Beech",0,1
"Rough Creek",2014-05-09,"Mountain Beech",0,1
"Rough Creek",2014-06-18,"Mountain Beech",0,1
"Rough Creek",2014-07-17,"Mountain Beech",0,1
"Rough Creek",2014-02-03,"Red Beech",8,8
"Rough Creek",2014-03-05,"Red Beech",42,50
"Rough Creek",2014-04-01,"Red Beech",1045,1095
"Rough Creek",2014-05-09,"Red Beech",4317,5412
"Rough Creek",2014-06-18,"Red Beech",127,5539
"Rough Creek",2014-07-17,"Red Beech",26,5565
"Rough Creek",2014-02-03,"Silver Beech",38,38
"Rough Creek",2014-03-05,"Silver Beech",37,75
"Rough Creek",2014-04-01,"Silver Beech",63,138
"Rough Creek",2014-05-09,"Silver Beech",178,316
"Rough Creek",2014-06-18,"Silver Beech",3,319
"Rough Creek",2014-07-17,"Silver Beech",1,320
"Rough Creek",2016-03-30,"Mountain Beech",0,0
"Rough Creek",2016-04-22,"Mountain Beech",0,0
"Rough Creek",2016-05-27,"Mountain Beech",0,0
"Rough Creek",2016-06-28,"Mountain Beech",0,0
"Rough Creek",2016-03-30,"Red Beech",1185,1185
"Rough Creek",2016-04-22,"Red Beech",1348,2533
"Rough Creek",2016-05-27,"Red Beech",1250,3783
"Rough Creek",2016-06-28,"Red Beech",1009,4792
"Rough Creek",2016-03-30,"Silver Beech",98,98
"Rough Creek",2016-04-22,"Silver Beech",91,189
"Rough Creek",2016-05-27,"Silver Beech",184,373
"Rough Creek",2016-06-28,"Silver Beech",53,426
"Rough Creek",2017-03-20,"Mountain Beech",0,0
"Rough Creek",2017-04-18,"Mountain Beech",0,0
"Rough Creek",2017-05-24,"Mountain Beech",0,0
"Rough Creek",2017-03-20,"Red Beech",2,2
"Rough Creek",2017-04-18,"Red Beech",49,51
"Rough Creek",2017-05-24,"Red Beech",1,52
"Rough Creek",2017-03-20,"Silver Beech",267,267
"Rough Creek",2017-04-18,"Silver Beech",354,621
"Rough Creek",2017-05-24,"Silver Beech",23,644
"Routeburn",2008-05-27,"Mountain Beech",320,320
"Routeburn",2008-05-27,"Red Beech",184,184
"Routeburn",2008-05-27,"Silver Beech",4,4
"Routeburn",2009-03-05,"Mountain Beech",1,1
"Routeburn",2009-03-31,"Mountain Beech",4,5
"Routeburn",2009-05-07,"Mountain Beech",218,223
"Routeburn",2009-06-03,"Mountain Beech",72,295
"Routeburn",2009-08-10,"Mountain Beech",42,337
"Routeburn",2009-03-05,"Red Beech",3,3
"Routeburn",2009-03-31,"Red Beech",35,38
"Routeburn",2009-05-07,"Red Beech",148,186
"Routeburn",2009-06-03,"Red Beech",79,265
"Routeburn",2009-08-10,"Red Beech",24,289
"Routeburn",2009-03-05,"Silver Beech",0,0
"Routeburn",2009-03-31,"Silver Beech",0,0
"Routeburn",2009-05-07,"Silver Beech",25,25
"Routeburn",2009-06-03,"Silver Beech",16,41
"Routeburn",2009-08-10,"Silver Beech",6,47
"Routeburn",2010-05-10,"Mountain Beech",0,0
"Routeburn",2010-05-10,"Red Beech",0,0
"Routeburn",2010-05-10,"Silver Beech",0,0
"Routeburn",2011-03-08,"Mountain Beech",12,12
"Routeburn",2011-04-01,"Mountain Beech",452,464
"Routeburn",2011-05-04,"Mountain Beech",138,602
"Routeburn",2011-05-31,"Mountain Beech",79,681
"Routeburn",2011-03-08,"Red Beech",46,46
"Routeburn",2011-04-01,"Red Beech",761,807
"Routeburn",2011-05-04,"Red Beech",3443,4250
"Routeburn",2011-05-31,"Red Beech",942,5192
"Routeburn",2011-03-08,"Silver Beech",1,1
"Routeburn",2011-04-01,"Silver Beech",87,88
"Routeburn",2011-05-04,"Silver Beech",50,138
"Routeburn",2011-05-31,"Silver Beech",64,202
"Routeburn",2012-06-05,"Mountain Beech",1,1
"Routeburn",2012-06-05,"Red Beech",4,4
"Routeburn",2012-06-05,"Silver Beech",0,0
"Routeburn",2013-05-02,"Mountain Beech",75,75
"Routeburn",2013-05-02,"Red Beech",1,1
"Routeburn",2013-05-02,"Silver Beech",1,1
"Routeburn",2014-03-10,"Mountain Beech",12,12
"Routeburn",2014-04-01,"Mountain Beech",39,51
"Routeburn",2014-05-02,"Mountain Beech",477,528
"Routeburn",2014-06-03,"Mountain Beech",134,662
"Routeburn",2014-03-10,"Red Beech",10,10
"Routeburn",2014-04-01,"Red Beech",66,76
"Routeburn",2014-05-02,"Red Beech",1117,1193
"Routeburn",2014-06-03,"Red Beech",700,1893
"Routeburn",2014-03-10,"Silver Beech",0,0
"Routeburn",2014-04-01,"Silver Beech",2,2
"Routeburn",2014-05-02,"Silver Beech",101,103
"Routeburn",2014-06-03,"Silver Beech",71,174
"Routeburn",2015-03-05,"Mountain Beech",0,0
"Routeburn",2015-05-05,"Mountain Beech",1,1
"Routeburn",2015-06-16,"Mountain Beech",1,2
"Routeburn",2015-03-05,"Red Beech",4,4
"Routeburn",2015-05-05,"Red Beech",14,18
"Routeburn",2015-06-16,"Red Beech",2,20
"Routeburn",2015-03-05,"Silver Beech",2,2
"Routeburn",2015-05-05,"Silver Beech",0,2
"Routeburn",2015-06-16,"Silver Beech",0,2
"Routeburn",2016-03-30,"Mountain Beech",79,79
"Routeburn",2016-07-03,"Mountain Beech",260,339
"Routeburn",2016-03-30,"Red Beech",33,33
"Routeburn",2016-07-03,"Red Beech",468,501
"Routeburn",2016-03-30,"Silver Beech",0,0
"Routeburn",2016-07-03,"Silver Beech",13,13
"Sinbad Valley",2011-06-01,"Silver Beech",3446,3446
"Sinbad Valley",2012-06-07,"Silver Beech",18,18
"Sinbad Valley",2013-04-20,"Silver Beech",172,172
"Sinbad Valley",2013-06-18,"Silver Beech",41,213
"Sinbad Valley",2014-05-11,"Silver Beech",263,263
"Sinbad Valley",2014-07-07,"Silver Beech",12,275
"Sinbad Valley",2015-05-24,"Silver Beech",7,7
"Sinbad Valley",2016-06-24,"Silver Beech",2188,2188
"Sinbad Valley",2016-06-25,"Silver Beech",653,2841
"Sinbad Valley",2016-08-24,"Silver Beech",21,2862
"South Branch",2006-04-01,"Mountain Beech",802,802
"South Branch",2006-04-27,"Mountain Beech",1139,1941
"South Branch",2006-05-31,"Mountain Beech",154,2095
"South Branch",2006-04-01,"Red Beech",126,126
"South Branch",2006-04-27,"Red Beech",1228,1354
"South Branch",2006-05-31,"Red Beech",103,1457
"South Branch",2006-04-01,"Silver Beech",478,478
"South Branch",2006-04-27,"Silver Beech",1544,2022
"South Branch",2006-05-31,"Silver Beech",174,2196
"South Branch",2007-03-22,"Mountain Beech",2,2
"South Branch",2007-04-20,"Mountain Beech",1,3
"South Branch",2007-05-31,"Mountain Beech",0,3
"South Branch",2007-03-22,"Red Beech",0,0
"South Branch",2007-04-20,"Red Beech",0,0
"South Branch",2007-05-31,"Red Beech",0,0
"South Branch",2007-03-22,"Silver Beech",1,1
"South Branch",2007-04-20,"Silver Beech",0,1
"South Branch",2007-05-31,"Silver Beech",2,3
"South Branch",2008-04-01,"Mountain Beech",276,276
"South Branch",2008-04-30,"Mountain Beech",193,469
"South Branch",2008-06-04,"Mountain Beech",58,527
"South Branch",2008-04-01,"Red Beech",39,39
"South Branch",2008-04-30,"Red Beech",138,177
"South Branch",2008-06-04,"Red Beech",36,213
"South Branch",2008-04-01,"Silver Beech",12,12
"South Branch",2008-04-30,"Silver Beech",33,45
"South Branch",2008-06-04,"Silver Beech",7,52
"South Branch",2009-03-05,"Mountain Beech",87,87
"South Branch",2009-04-02,"Mountain Beech",269,356
"South Branch",2009-05-03,"Mountain Beech",674,1030
"South Branch",2009-06-04,"Mountain Beech",107,1137
"South Branch",2009-03-05,"Red Beech",79,79
"South Branch",2009-04-02,"Red Beech",134,213
"South Branch",2009-05-03,"Red Beech",1109,1322
"South Branch",2009-06-04,"Red Beech",350,1672
"South Branch",2009-03-05,"Silver Beech",6,6
"South Branch",2009-04-02,"Silver Beech",27,33
"South Branch",2009-05-03,"Silver Beech",158,191
"South Branch",2009-06-04,"Silver Beech",44,235
"South Branch",2010-03-02,"Mountain Beech",2,2
"South Branch",2010-04-01,"Mountain Beech",8,10
"South Branch",2010-05-24,"Mountain Beech",5,15
"South Branch",2010-03-02,"Red Beech",1,1
"South Branch",2010-04-01,"Red Beech",3,4
"South Branch",2010-05-24,"Red Beech",1,5
"South Branch",2010-03-02,"Silver Beech",11,11
"South Branch",2010-04-01,"Silver Beech",87,98
"South Branch",2010-05-24,"Silver Beech",11,109
"South Branch",2011-02-22,"Mountain Beech",41,41
"South Branch",2011-03-18,"Mountain Beech",221,262
"South Branch",2011-04-19,"Mountain Beech",226,488
"South Branch",2011-05-15,"Mountain Beech",77,565
"South Branch",2011-02-22,"Red Beech",4,4
"South Branch",2011-03-18,"Red Beech",29,33
"South Branch",2011-04-19,"Red Beech",88,121
"South Branch",2011-05-15,"Red Beech",51,172
"South Branch",2011-02-22,"Silver Beech",61,61
"South Branch",2011-03-18,"Silver Beech",316,377
"South Branch",2011-04-19,"Silver Beech",609,986
"South Branch",2011-05-15,"Silver Beech",311,1297
"South Branch",2012-03-30,"Mountain Beech",142,142
"South Branch",2012-05-28,"Mountain Beech",61,203
"South Branch",2012-03-30,"Red Beech",23,23
"South Branch",2012-05-28,"Red Beech",35,58
"South Branch",2012-03-30,"Silver Beech",3,3
"South Branch",2012-05-28,"Silver Beech",5,8
"South Branch",2013-03-24,"Mountain Beech",13,13
"South Branch",2013-05-05,"Mountain Beech",4,17
"South Branch",2013-03-24,"Red Beech",1,1
"South Branch",2013-05-05,"Red Beech",1,2
"South Branch",2013-03-24,"Silver Beech",0,0
"South Branch",2013-05-05,"Silver Beech",0,0
"South Branch",2014-03-04,"Mountain Beech",73,73
"South Branch",2014-04-14,"Mountain Beech",2269,2342
"South Branch",2014-05-25,"Mountain Beech",962,3304
"South Branch",2014-03-04,"Red Beech",56,56
"South Branch",2014-04-14,"Red Beech",155,211
"South Branch",2014-05-25,"Red Beech",2603,2814
"South Branch",2014-03-04,"Silver Beech",85,85
"South Branch",2014-04-14,"Silver Beech",354,439
"South Branch",2014-05-25,"Silver Beech",2292,2731
"South Branch",2015-03-22,"Mountain Beech",0,0
"South Branch",2015-05-23,"Mountain Beech",3,3
"South Branch",2015-03-22,"Red Beech",1,1
"South Branch",2015-05-23,"Red Beech",0,1
"South Branch",2015-03-22,"Silver Beech",2,2
"South Branch",2015-05-23,"Silver Beech",4,6
"South Branch",2016-04-01,"Mountain Beech",782,782
"South Branch",2016-06-02,"Mountain Beech",604,1386
"South Branch",2016-04-01,"Red Beech",36,36
"South Branch",2016-06-02,"Red Beech",112,148
"South Branch",2016-04-01,"Silver Beech",0,0
"South Branch",2016-06-02,"Silver Beech",0,0
"Southern Ruapehu Line G",2009-03-25,"Mountain Beech",0,0
"Southern Ruapehu Line G",2009-04-27,"Mountain Beech",0,0
"Southern Ruapehu Line G",2009-05-27,"Mountain Beech",0,0
"Southern Ruapehu Line G",2009-06-26,"Mountain Beech",0,0
"Southern Ruapehu Line G",2009-07-28,"Mountain Beech",0,0
"Southern Ruapehu Line G",2009-03-25,"Red Beech",2809,2809
"Southern Ruapehu Line G",2009-04-27,"Red Beech",5809,8618
"Southern Ruapehu Line G",2009-05-27,"Red Beech",1789,10407
"Southern Ruapehu Line G",2009-06-26,"Red Beech",817,11224
"Southern Ruapehu Line G",2009-07-28,"Red Beech",404,11628
"Southern Ruapehu Line G",2009-03-25,"Silver Beech",75,75
"Southern Ruapehu Line G",2009-04-27,"Silver Beech",312,387
"Southern Ruapehu Line G",2009-05-27,"Silver Beech",146,533
"Southern Ruapehu Line G",2009-06-26,"Silver Beech",22,555
"Southern Ruapehu Line G",2009-07-28,"Silver Beech",23,578
"Southern Ruapehu Line G",2013-01-08,"Mountain Beech",0,0
"Southern Ruapehu Line G",2013-02-08,"Mountain Beech",2,2
"Southern Ruapehu Line G",2013-04-03,"Mountain Beech",0,2
"Southern Ruapehu Line G",2013-07-01,"Mountain Beech",0,2
"Southern Ruapehu Line G",2013-09-15,"Mountain Beech",0,2
"Southern Ruapehu Line G",2013-11-01,"Mountain Beech",0,2
"Southern Ruapehu Line G",2013-01-08,"Red Beech",0,0
"Southern Ruapehu Line G",2013-02-08,"Red Beech",0,0
"Southern Ruapehu Line G",2013-04-03,"Red Beech",0,0
"Southern Ruapehu Line G",2013-07-01,"Red Beech",0,0
"Southern Ruapehu Line G",2013-09-15,"Red Beech",0,0
"Southern Ruapehu Line G",2013-11-01,"Red Beech",0,0
"Southern Ruapehu Line G",2013-01-08,"Silver Beech",0,0
"Southern Ruapehu Line G",2013-02-08,"Silver Beech",1,1
"Southern Ruapehu Line G",2013-04-03,"Silver Beech",0,1
"Southern Ruapehu Line G",2013-07-01,"Silver Beech",0,1
"Southern Ruapehu Line G",2013-09-15,"Silver Beech",0,1
"Southern Ruapehu Line G",2013-11-01,"Silver Beech",0,1
"Southern Ruapehu Line G",2014-01-13,"Mountain Beech",0,0
"Southern Ruapehu Line G",2014-03-27,"Mountain Beech",11,11
"Southern Ruapehu Line G",2014-05-05,"Mountain Beech",0,11
"Southern Ruapehu Line G",2014-08-11,"Mountain Beech",0,11
"Southern Ruapehu Line G",2014-09-19,"Mountain Beech",0,11
"Southern Ruapehu Line G",2014-01-13,"Red Beech",0,0
"Southern Ruapehu Line G",2014-03-27,"Red Beech",208,208
"Southern Ruapehu Line G",2014-05-05,"Red Beech",38,246
"Southern Ruapehu Line G",2014-08-11,"Red Beech",12,258
"Southern Ruapehu Line G",2014-09-19,"Red Beech",0,258
"Southern Ruapehu Line G",2014-01-13,"Silver Beech",0,0
"Southern Ruapehu Line G",2014-03-27,"Silver Beech",90,90
"Southern Ruapehu Line G",2014-05-05,"Silver Beech",59,149
"Southern Ruapehu Line G",2014-08-11,"Silver Beech",119,268
"Southern Ruapehu Line G",2014-09-19,"Silver Beech",14,282
"Southern Ruapehu Line H",2009-03-25,"Mountain Beech",1221,1221
"Southern Ruapehu Line H",2009-04-27,"Mountain Beech",1773,2994
"Southern Ruapehu Line H",2009-05-27,"Mountain Beech",269,3263
"Southern Ruapehu Line H",2009-06-26,"Mountain Beech",34,3297
"Southern Ruapehu Line H",2009-07-28,"Mountain Beech",32,3329
"Southern Ruapehu Line H",2009-03-25,"Red Beech",0,0
"Southern Ruapehu Line H",2009-04-27,"Red Beech",0,0
"Southern Ruapehu Line H",2009-05-27,"Red Beech",0,0
"Southern Ruapehu Line H",2009-06-26,"Red Beech",0,0
"Southern Ruapehu Line H",2009-07-28,"Red Beech",0,0
"Southern Ruapehu Line H",2009-03-25,"Silver Beech",59,59
"Southern Ruapehu Line H",2009-04-27,"Silver Beech",337,396
"Southern Ruapehu Line H",2009-05-27,"Silver Beech",113,509
"Southern Ruapehu Line H",2009-06-26,"Silver Beech",11,520
"Southern Ruapehu Line H",2009-07-28,"Silver Beech",8,528
"Southern Ruapehu Line H",2013-01-08,"Mountain Beech",37,37
"Southern Ruapehu Line H",2013-02-08,"Mountain Beech",0,37
"Southern Ruapehu Line H",2013-04-03,"Mountain Beech",0,37
"Southern Ruapehu Line H",2013-07-01,"Mountain Beech",0,37
"Southern Ruapehu Line H",2013-09-15,"Mountain Beech",0,37
"Southern Ruapehu Line H",2013-11-01,"Mountain Beech",0,37
"Southern Ruapehu Line H",2013-01-08,"Red Beech",2,2
"Southern Ruapehu Line H",2013-02-08,"Red Beech",0,2
"Southern Ruapehu Line H",2013-04-03,"Red Beech",0,2
"Southern Ruapehu Line H",2013-07-01,"Red Beech",0,2
"Southern Ruapehu Line H",2013-09-15,"Red Beech",0,2
"Southern Ruapehu Line H",2013-11-01,"Red Beech",0,2
"Southern Ruapehu Line H",2013-01-08,"Silver Beech",10,10
"Southern Ruapehu Line H",2013-02-08,"Silver Beech",0,10
"Southern Ruapehu Line H",2013-04-03,"Silver Beech",0,10
"Southern Ruapehu Line H",2013-07-01,"Silver Beech",0,10
"Southern Ruapehu Line H",2013-09-15,"Silver Beech",0,10
"Southern Ruapehu Line H",2013-11-01,"Silver Beech",0,10
"Southern Ruapehu Line H",2014-01-13,"Mountain Beech",0,0
"Southern Ruapehu Line H",2014-03-27,"Mountain Beech",1176,1176
"Southern Ruapehu Line H",2014-05-05,"Mountain Beech",674,1850
"Southern Ruapehu Line H",2014-08-11,"Mountain Beech",249,2099
"Southern Ruapehu Line H",2014-09-19,"Mountain Beech",29,2128
"Southern Ruapehu Line H",2014-01-13,"Red Beech",0,0
"Southern Ruapehu Line H",2014-03-27,"Red Beech",0,0
"Southern Ruapehu Line H",2014-05-05,"Red Beech",0,0
"Southern Ruapehu Line H",2014-08-11,"Red Beech",0,0
"Southern Ruapehu Line H",2014-09-19,"Red Beech",0,0
"Southern Ruapehu Line H",2014-01-13,"Silver Beech",0,0
"Southern Ruapehu Line H",2014-03-27,"Silver Beech",794,794
"Southern Ruapehu Line H",2014-05-05,"Silver Beech",1749,2543
"Southern Ruapehu Line H",2014-08-11,"Silver Beech",138,2681
"Southern Ruapehu Line H",2014-09-19,"Silver Beech",21,2702
"Station Creek",2005-02-01,"Red Beech",0,0
"Station Creek",2005-03-02,"Red Beech",0,0
"Station Creek",2005-03-31,"Red Beech",35,35
"Station Creek",2005-04-03,"Red Beech",162,197
"Station Creek",2005-05-31,"Red Beech",24,221
"Station Creek",2005-02-01,"Silver Beech",0,0
"Station Creek",2005-03-02,"Silver Beech",0,0
"Station Creek",2005-03-31,"Silver Beech",127,127
"Station Creek",2005-04-03,"Silver Beech",202,329
"Station Creek",2005-05-31,"Silver Beech",32,361
"Station Creek",2006-03-02,"Red Beech",52,52
"Station Creek",2006-03-27,"Red Beech",4406,4458
"Station Creek",2006-04-26,"Red Beech",55,4513
"Station Creek",2006-05-27,"Red Beech",70,4583
"Station Creek",2006-03-02,"Silver Beech",3,3
"Station Creek",2006-03-27,"Silver Beech",76,79
"Station Creek",2006-04-26,"Silver Beech",56,135
"Station Creek",2006-05-27,"Silver Beech",80,215
"Station Creek",2009-03-26,"Red Beech",313,313
"Station Creek",2009-04-23,"Red Beech",2143,2456
"Station Creek",2009-05-26,"Red Beech",1068,3524
"Station Creek",2009-06-30,"Red Beech",110,3634
"Station Creek",2009-07-28,"Red Beech",38,3672
"Station Creek",2009-03-26,"Silver Beech",51,51
"Station Creek",2009-04-23,"Silver Beech",277,328
"Station Creek",2009-05-26,"Silver Beech",651,979
"Station Creek",2009-06-30,"Silver Beech",41,1020
"Station Creek",2009-07-28,"Silver Beech",64,1084
"Station Creek",2011-02-07,"Red Beech",3,3
"Station Creek",2011-03-08,"Red Beech",24,27
"Station Creek",2011-04-06,"Red Beech",67,94
"Station Creek",2011-05-04,"Red Beech",45,139
"Station Creek",2011-06-15,"Red Beech",2,141
"Station Creek",2011-02-07,"Silver Beech",117,117
"Station Creek",2011-03-08,"Silver Beech",171,288
"Station Creek",2011-04-06,"Silver Beech",206,494
"Station Creek",2011-05-04,"Silver Beech",207,701
"Station Creek",2011-06-15,"Silver Beech",53,754
"Station Creek",2012-02-13,"Red Beech",1,1
"Station Creek",2012-04-12,"Red Beech",363,364
"Station Creek",2012-05-22,"Red Beech",55,419
"Station Creek",2012-02-13,"Silver Beech",1,1
"Station Creek",2012-04-12,"Silver Beech",102,103
"Station Creek",2012-05-22,"Silver Beech",1,104
"Station Creek",2014-02-05,"Red Beech",5,5
"Station Creek",2014-03-18,"Red Beech",775,780
"Station Creek",2014-04-01,"Red Beech",166,946
"Station Creek",2014-05-09,"Red Beech",3231,4177
"Station Creek",2014-05-12,"Red Beech",2677,6854
"Station Creek",2014-06-18,"Red Beech",82,6936
"Station Creek",2014-07-16,"Red Beech",107,7043
"Station Creek",2014-02-05,"Silver Beech",13,13
"Station Creek",2014-03-18,"Silver Beech",40,53
"Station Creek",2014-04-01,"Silver Beech",23,76
"Station Creek",2014-05-09,"Silver Beech",425,501
"Station Creek",2014-05-12,"Silver Beech",55,556
"Station Creek",2014-06-18,"Silver Beech",12,568
"Station Creek",2014-07-16,"Silver Beech",7,575
"Station Creek",2016-03-30,"Red Beech",614,614
"Station Creek",2016-04-22,"Red Beech",543,1157
"Station Creek",2016-05-27,"Red Beech",558,1715
"Station Creek",2016-06-28,"Red Beech",866,2581
"Station Creek",2016-03-30,"Silver Beech",348,348
"Station Creek",2016-04-22,"Silver Beech",192,540
"Station Creek",2016-05-27,"Silver Beech",342,882
"Station Creek",2016-06-28,"Silver Beech",60,942
"Station Creek",2017-03-20,"Red Beech",15,15
"Station Creek",2017-04-14,"Red Beech",38,53
"Station Creek",2017-05-24,"Red Beech",2,55
"Station Creek",2017-03-20,"Silver Beech",2,2
"Station Creek",2017-04-14,"Silver Beech",17,19
"Station Creek",2017-05-24,"Silver Beech",57,76
"Sylvan",2000-03-01,"Red Beech",589,589
"Sylvan",2000-04-01,"Red Beech",2596,3185
"Sylvan",2000-05-01,"Red Beech",712,3897
"Sylvan",2003-06-01,"Mountain Beech",36,36
"Sylvan",2003-06-01,"Red Beech",3,3
"Sylvan",2003-06-01,"Silver Beech",8,8
"Sylvan",2004-03-01,"Red Beech",1,1
"Sylvan",2004-04-01,"Red Beech",156,157
"Sylvan",2004-05-01,"Red Beech",186,343
"Sylvan",2004-06-01,"Red Beech",35,378
"Sylvan",2005-04-01,"Mountain Beech",0,0
"Sylvan",2005-06-01,"Mountain Beech",11,11
"Sylvan",2005-04-01,"Red Beech",3,3
"Sylvan",2005-06-01,"Red Beech",3,6
"Sylvan",2005-04-01,"Silver Beech",15,15
"Sylvan",2005-06-01,"Silver Beech",2,17
"Sylvan",2006-03-01,"Mountain Beech",730,730
"Sylvan",2006-04-01,"Mountain Beech",684,1414
"Sylvan",2006-05-01,"Mountain Beech",343,1757
"Sylvan",2006-06-01,"Mountain Beech",33,1790
"Sylvan",2006-07-01,"Mountain Beech",59,1849
"Sylvan",2006-03-01,"Red Beech",915,915
"Sylvan",2006-04-01,"Red Beech",1539,2454
"Sylvan",2006-05-01,"Red Beech",419,2873
"Sylvan",2006-06-01,"Red Beech",84,2957
"Sylvan",2006-07-01,"Red Beech",202,3159
"Sylvan",2006-03-01,"Silver Beech",37,37
"Sylvan",2006-04-01,"Silver Beech",306,343
"Sylvan",2006-05-01,"Silver Beech",174,517
"Sylvan",2006-06-01,"Silver Beech",27,544
"Sylvan",2006-07-01,"Silver Beech",108,652
"Sylvan",2007-06-25,"Mountain Beech",1,1
"Sylvan",2007-06-25,"Red Beech",3,3
"Sylvan",2007-06-25,"Silver Beech",0,0
"Sylvan",2008-05-22,"Mountain Beech",763,763
"Sylvan",2008-05-22,"Red Beech",23,23
"Sylvan",2008-05-22,"Silver Beech",33,33
"Sylvan",2009-03-04,"Mountain Beech",117,117
"Sylvan",2009-03-31,"Mountain Beech",818,935
"Sylvan",2009-05-05,"Mountain Beech",348,1283
